iter,games,wins,losses,draws,decisions,samples,pi_loss,v_loss,entropy,clip_frac,time_s,eval_win_rate,eval_games
2059,16,6,10,0,3111,2248,-0.004535,0.078017,0.484888,0.0258,1.56,,
2060,16,9,7,0,2882,2357,-0.012917,0.062334,0.435210,0.0254,1.50,1.0000,20
2061,16,7,9,0,3057,2554,-0.006067,0.052799,0.443635,0.0263,1.62,,
2062,16,8,8,0,3384,2910,-0.007630,0.059504,0.443168,0.0318,1.75,,
2063,16,8,8,0,3014,2344,-0.006213,0.066130,0.463239,0.0379,1.53,,
2064,16,9,7,0,2556,2055,0.021600,0.075972,0.493798,0.0262,1.33,,
2065,16,9,7,0,3051,2449,-0.000918,0.065354,0.457689,0.0324,1.52,,
2066,16,7,9,0,3044,2684,-0.000156,0.085268,0.467700,0.0244,1.61,,
2067,16,14,2,0,3255,2467,-0.005466,0.061996,0.469105,0.0247,1.65,,
2068,16,9,7,0,3078,2278,-0.003959,0.049133,0.461223,0.0202,1.57,,
2069,16,7,9,0,2776,2145,-0.012447,0.051567,0.440428,0.0227,1.40,,
2070,16,8,8,0,3015,2182,-0.008990,0.073452,0.488962,0.0296,1.51,1.0000,20
2071,16,10,6,0,3408,2539,-0.003525,0.052262,0.460963,0.0285,1.75,,
2072,16,13,3,0,3499,2647,-0.006519,0.053243,0.435750,0.0318,1.79,,
2073,16,10,6,0,2816,2023,-0.003743,0.080644,0.482265,0.0253,1.42,,
2074,16,9,7,0,3123,2486,-0.002637,0.074162,0.465138,0.0173,1.60,,
2075,16,9,7,0,3190,2307,-0.008389,0.046274,0.408525,0.0291,1.61,,
2076,16,8,8,0,3078,2099,-0.000968,0.089398,0.438181,0.0195,1.51,,
2077,16,11,5,0,3285,2374,-0.012674,0.076117,0.457863,0.0300,1.61,,
2078,16,8,8,0,3130,2389,-0.000127,0.070549,0.440385,0.0267,1.54,,
2079,16,7,9,0,3316,2679,-0.002556,0.061746,0.461330,0.0257,1.96,,
2080,16,3,13,0,3185,2609,0.001983,0.052652,0.441302,0.0212,1.60,1.0000,20
2081,16,11,5,0,2468,1675,-0.003654,0.094418,0.439325,0.0139,1.24,,
2082,16,8,8,0,2927,2208,-0.003220,0.038393,0.447914,0.0188,1.47,,
2083,16,6,9,1,3121,2565,0.002566,0.073558,0.443193,0.0288,1.60,,
2084,16,10,6,0,3606,2462,-0.003995,0.050797,0.443157,0.0277,1.76,,
2085,16,11,5,0,2996,2189,-0.004412,0.038474,0.446471,0.0230,1.54,,
2086,16,9,7,0,3051,2057,-0.004810,0.046881,0.462802,0.0182,1.51,,
2087,16,11,5,0,3147,2135,-0.005912,0.078892,0.467138,0.0206,1.63,,
2088,16,11,5,0,3164,2666,-0.000070,0.066523,0.468530,0.0346,1.65,,
2089,16,7,9,0,3171,2306,-0.072319,0.064705,0.496657,0.0441,1.61,,
2090,16,4,12,0,3759,2929,-0.003907,0.070411,0.458025,0.0280,1.94,1.0000,20
2091,16,9,7,0,3351,2547,-0.005175,0.059731,0.461819,0.0363,1.71,,
2092,16,9,7,0,3030,2236,-0.002851,0.042162,0.425962,0.0319,1.51,,
2093,16,8,8,0,3105,1945,-0.002377,0.060316,0.464845,0.0277,1.56,,
2094,16,4,11,1,2768,2292,-0.005717,0.053806,0.513803,0.0371,1.50,,
2095,16,6,10,0,3109,2091,-0.014931,0.032889,0.415738,0.0347,1.51,,
2096,16,9,7,0,3444,2673,-0.003296,0.042467,0.447505,0.0250,1.80,,
2097,16,14,2,0,3590,2781,-0.004942,0.049965,0.441537,0.0271,1.83,,
2098,16,5,11,0,3215,2438,-0.007688,0.081442,0.462159,0.0220,1.66,,
2099,16,5,11,0,3464,2507,-0.004358,0.039714,0.459570,0.0238,1.69,,
2100,16,10,6,0,3164,2085,-0.015585,0.074846,0.460333,0.0152,1.55,1.0000,20
2101,16,7,9,0,3546,2779,-0.005308,0.059673,0.465088,0.0353,1.81,,
2102,16,9,7,0,3565,3041,-0.004140,0.052226,0.450927,0.0314,1.80,,
2103,16,9,7,0,3453,2713,-0.004930,0.047425,0.470954,0.0279,1.74,,
2104,16,11,5,0,3120,2106,-0.011374,0.052304,0.464327,0.0238,1.55,,
2105,16,6,10,0,2922,2271,-0.006204,0.069734,0.475959,0.0272,1.50,,
2106,16,4,12,0,3165,2123,0.003861,0.053973,0.447065,0.0227,1.56,,
2107,16,8,8,0,3376,2465,-0.002380,0.048619,0.443980,0.0259,1.69,,
2108,16,9,7,0,3324,2470,-0.007817,0.061087,0.461351,0.0308,1.65,,
2109,16,9,7,0,2991,2240,-0.004354,0.050524,0.458080,0.0238,1.56,,
2110,16,10,6,0,2978,2387,-0.003854,0.068345,0.431670,0.0215,1.49,1.0000,20
2111,16,8,8,0,3514,2668,-0.001601,0.063334,0.445276,0.0336,1.83,,
2112,16,12,4,0,3094,2019,-0.001419,0.045879,0.426776,0.0130,1.53,,
2113,16,10,6,0,3132,2027,-0.006825,0.042685,0.435219,0.0295,1.54,,
2114,16,9,7,0,2967,2239,-0.003953,0.082798,0.452638,0.0232,1.51,,
2115,16,10,6,0,3380,2588,-0.011006,0.073107,0.469103,0.0272,1.73,,
2116,16,8,8,0,3605,2652,-0.004359,0.044004,0.435494,0.0197,1.80,,
2117,16,10,6,0,2641,2159,-0.006285,0.072576,0.444133,0.0280,1.35,,
2118,16,10,6,0,2807,2049,0.005992,0.073024,0.455123,0.0168,1.44,,
2119,16,8,8,0,3004,2190,-0.003711,0.041706,0.449228,0.0202,1.53,,
2120,16,7,9,0,3347,2605,-0.009578,0.040679,0.463750,0.0290,1.73,1.0000,20
2121,16,10,6,0,2789,2093,-0.019915,0.069466,0.454664,0.0238,1.45,,
2122,16,10,6,0,3321,2285,-0.001722,0.092343,0.439759,0.0071,1.63,,
2123,16,9,7,0,3224,2235,-0.004887,0.035605,0.447236,0.0173,1.62,,
2124,16,9,7,0,3443,2303,-0.005163,0.052512,0.446115,0.0250,1.70,,
2125,16,8,8,0,3051,2187,-0.005996,0.080296,0.484742,0.0225,1.53,,
2126,16,8,8,0,3468,2427,-0.004071,0.057276,0.434071,0.0237,1.75,,
2127,16,11,5,0,2873,1996,-0.004971,0.080722,0.477234,0.0228,1.43,,
2128,16,10,6,0,2717,1929,-0.006437,0.060181,0.488198,0.0199,1.43,,
2129,16,9,7,0,3273,2395,-0.011634,0.036158,0.452280,0.0263,1.66,,
2130,16,9,7,0,2820,2215,-0.001234,0.076132,0.464633,0.0271,1.47,1.0000,20
2131,16,6,10,0,2861,2094,-0.008253,0.095325,0.465128,0.0154,1.49,,
2132,16,8,8,0,3180,2468,-0.007274,0.059575,0.444628,0.0220,1.65,,
2133,16,9,7,0,3090,2350,-0.010584,0.078644,0.474988,0.0250,1.58,,
2134,16,6,10,0,3091,2498,-0.005322,0.057280,0.448230,0.0245,1.64,,
2135,16,10,6,0,3172,2417,0.000000,0.046129,0.448888,0.0262,1.63,,
2136,16,8,8,0,3134,2364,-0.006210,0.070213,0.473829,0.0382,1.59,,
2137,16,7,9,0,2895,1947,-0.003481,0.063416,0.458707,0.0244,1.43,,
2138,16,8,8,0,3619,2647,-0.010860,0.033514,0.449917,0.0236,1.78,,
2139,16,11,5,0,3428,2213,-0.004903,0.059532,0.482546,0.0282,1.69,,
2140,16,7,9,0,3561,2696,-0.007609,0.058575,0.418671,0.0258,1.80,1.0000,20
2141,16,10,6,0,3273,2483,-0.004938,0.061462,0.471928,0.0259,1.65,,
2142,16,10,6,0,3215,2751,-0.005644,0.067340,0.459115,0.0289,1.66,,
2143,16,8,8,0,2958,1988,-0.004342,0.042450,0.455901,0.0075,1.44,,
2144,16,7,9,0,3078,2447,-0.000314,0.058821,0.434092,0.0197,1.55,,
2145,16,10,6,0,3023,2314,-0.012926,0.045547,0.467186,0.0298,1.53,,
2146,16,7,9,0,3261,2632,-0.012753,0.074356,0.442070,0.0255,1.68,,
2147,16,8,8,0,3436,2561,0.010980,0.050266,0.466664,0.0226,1.75,,
2148,16,10,6,0,2959,2487,-0.004719,0.044604,0.475688,0.0293,1.52,,
2149,16,7,9,0,3481,2575,-0.000979,0.068264,0.478251,0.0264,1.71,,
2150,16,6,10,0,2994,2022,-0.005207,0.074409,0.447602,0.0284,1.45,1.0000,20
2151,16,9,7,0,2997,2086,-0.013821,0.062105,0.464170,0.0233,1.51,,
2152,16,13,3,0,3026,2180,-0.003519,0.065537,0.455090,0.0215,1.50,,
2153,16,8,8,0,3246,2647,-0.007679,0.065517,0.485262,0.0299,1.67,,
2154,16,10,6,0,3190,2234,-0.003837,0.051845,0.461518,0.0254,1.57,,
2155,16,9,7,0,2854,2153,-0.001624,0.055956,0.484982,0.0296,1.47,,
2156,16,7,9,0,2854,1941,-0.009321,0.034854,0.439966,0.0231,1.43,,
2157,16,9,7,0,2817,1833,-0.023588,0.050320,0.466622,0.0349,1.39,,
2158,16,12,4,0,3080,2475,-0.002226,0.074510,0.469753,0.0212,1.68,,
2159,16,9,7,0,3493,2315,-0.011247,0.059420,0.469889,0.0237,1.76,,
2160,16,5,11,0,3193,2168,-0.002300,0.054716,0.442089,0.0310,1.60,1.0000,20
2161,16,11,5,0,3015,2348,-0.004631,0.046121,0.462426,0.0245,1.58,,
2162,16,5,11,0,3000,2446,-0.002983,0.084922,0.489542,0.0249,1.55,,
2163,16,6,10,0,2672,2074,-0.031315,0.061104,0.485610,0.0364,1.37,,
2164,16,10,6,0,2920,1781,-0.003037,0.078554,0.464195,0.0161,1.44,,
2165,16,11,5,0,3250,2522,-0.004508,0.062295,0.480341,0.0253,1.63,,
2166,16,10,6,0,3595,2676,-0.003358,0.049381,0.462514,0.0195,1.85,,
2167,16,6,9,1,3319,2233,-0.006039,0.059395,0.446275,0.0244,1.66,,
2168,16,7,9,0,2515,1629,-0.011432,0.078082,0.515640,0.0216,1.22,,
2169,16,5,11,0,3077,2559,-0.003041,0.039075,0.483783,0.0335,1.58,,
2170,16,9,7,0,3078,2513,-0.003429,0.065490,0.466589,0.0256,1.58,1.0000,20
2171,16,6,10,0,2990,2205,-0.003927,0.090295,0.470918,0.0223,1.48,,
2172,16,6,10,0,2998,2354,0.008235,0.052650,0.484625,0.0244,1.55,,
2173,16,11,5,0,3099,2447,-0.001583,0.052561,0.440340,0.0241,1.59,,
2174,16,6,10,0,2938,2357,-0.010429,0.061711,0.471569,0.0297,1.51,,
2175,16,7,9,0,3126,2383,-0.008364,0.076441,0.491392,0.0288,1.61,,
2176,16,7,9,0,3355,2488,-0.005479,0.057933,0.452347,0.0258,1.68,,
2177,16,8,8,0,2738,2126,0.002307,0.073263,0.500170,0.0223,1.40,,
2178,16,7,9,0,3082,2268,-0.006179,0.072822,0.479734,0.0344,1.58,,
2179,16,9,7,0,2836,2276,-0.004712,0.050276,0.448961,0.0298,1.45,,
2180,16,6,10,0,3312,2632,-0.005242,0.071646,0.458502,0.0249,1.75,1.0000,20
2181,16,10,6,0,2898,2077,0.010663,0.051344,0.501933,0.0333,1.48,,
2182,16,10,6,0,2865,2095,-0.008096,0.071917,0.489674,0.0294,1.47,,
2183,16,10,6,0,3191,2241,-0.004832,0.083999,0.489844,0.0296,1.63,,
2184,16,9,7,0,3087,2422,-0.002517,0.039056,0.452214,0.0268,1.60,,
2185,16,6,10,0,2687,1936,-0.006930,0.051465,0.471498,0.0260,1.33,,
2186,16,12,3,1,3349,2161,-0.006801,0.050755,0.475314,0.0288,1.63,,
2187,16,6,9,1,3143,2584,-0.014447,0.087691,0.460713,0.0197,1.70,,
2188,16,9,7,0,2724,2121,-0.003777,0.063390,0.513861,0.0234,1.40,,
2189,16,8,8,0,3391,2626,0.002194,0.059019,0.466311,0.0256,1.92,,
2190,16,11,5,0,2946,2512,-0.002137,0.079522,0.504811,0.0258,1.55,1.0000,20
2191,16,12,4,0,3100,2497,-0.004778,0.044913,0.466275,0.0216,1.59,,
2192,16,6,10,0,2676,1906,-0.009972,0.096891,0.488236,0.0268,1.38,,
2193,16,12,4,0,2933,2339,-0.020205,0.041504,0.479127,0.0227,1.51,,
2194,16,6,10,0,3168,2621,-0.013319,0.073608,0.470516,0.0268,1.65,,
2195,16,7,9,0,3340,2899,-0.007823,0.053613,0.473180,0.0327,1.83,,
2196,16,6,10,0,2850,2046,-0.004038,0.080557,0.495178,0.0171,1.41,,
2197,16,7,9,0,3256,2142,-0.008466,0.044834,0.447891,0.0255,1.60,,
2198,16,9,7,0,2920,1922,-0.005536,0.057373,0.501109,0.0283,1.45,,
2199,16,7,9,0,3054,2027,-0.003283,0.066375,0.504340,0.0271,1.50,,
2200,16,9,7,0,2865,2188,-0.005787,0.084815,0.515719,0.0332,1.50,1.0000,20
2201,16,8,8,0,2694,2229,-0.007399,0.054540,0.492199,0.0243,1.43,,
2202,16,11,5,0,3235,2750,-0.006051,0.058940,0.463962,0.0331,1.72,,
2203,16,8,8,0,3276,2183,0.000244,0.075901,0.481423,0.0271,1.63,,
2204,16,9,7,0,2804,1926,-0.008711,0.044894,0.498918,0.0246,1.42,,
2205,16,10,6,0,3099,2213,-0.004375,0.089121,0.469806,0.0221,1.60,,
2206,16,8,8,0,3615,2732,-0.001268,0.069184,0.508578,0.0254,1.84,,
2207,16,10,6,0,3480,2565,0.004303,0.046481,0.506494,0.0307,1.72,,
2208,16,8,8,0,3179,2281,-0.005575,0.054272,0.497204,0.0313,1.61,,
2209,16,8,8,0,3310,2386,-0.007357,0.061324,0.480574,0.0220,1.65,,
2210,16,10,6,0,3124,2006,-0.004074,0.068007,0.488781,0.0197,1.53,1.0000,20
2211,16,10,6,0,3106,2077,-0.017357,0.066597,0.456198,0.0224,1.53,,
2212,16,8,8,0,2918,1976,-0.005986,0.058414,0.489650,0.0347,1.45,,
2213,16,6,10,0,2923,2298,-0.005368,0.073190,0.501140,0.0276,1.52,,
2214,16,7,9,0,3387,2541,-0.005964,0.063181,0.486046,0.0257,1.65,,
2215,16,9,7,0,3612,2568,0.012612,0.051769,0.445211,0.0270,1.84,,
2216,16,8,8,0,2992,2390,-0.002083,0.065085,0.463722,0.0216,1.57,,
2217,16,5,11,0,3741,2729,-0.003721,0.058998,0.475040,0.0344,1.86,,
2218,16,11,5,0,2818,2081,-0.019012,0.053577,0.461652,0.0245,1.48,,
2219,16,7,9,0,3427,2316,0.016682,0.076589,0.419850,0.0356,1.70,,
2220,16,8,8,0,3725,2726,-0.005320,0.067101,0.450593,0.0277,1.87,1.0000,20
2221,16,10,6,0,2949,2224,-0.006836,0.053160,0.500833,0.0292,1.52,,
2222,16,10,6,0,3092,2123,-0.008992,0.082531,0.475440,0.0226,1.58,,
2223,16,8,8,0,2656,2131,-0.003835,0.066725,0.490899,0.0293,1.42,,
2224,16,3,13,0,2892,2010,-0.004146,0.065990,0.465789,0.0187,1.47,,
2225,16,8,8,0,3085,2044,-0.003684,0.064166,0.489894,0.0209,1.56,,
2226,16,9,7,0,3155,2592,-0.014694,0.072769,0.443589,0.0330,1.62,,
2227,16,10,6,0,2683,2301,-0.006256,0.052041,0.503870,0.0336,1.46,,
2228,16,9,7,0,3329,2954,-0.003939,0.047670,0.478760,0.0268,1.76,,
2229,16,5,11,0,3208,2558,-0.004503,0.048294,0.469287,0.0332,1.65,,
2230,16,5,10,1,3020,2329,-0.004263,0.046181,0.476464,0.0423,1.56,1.0000,20
2231,16,8,8,0,3185,2430,-0.002086,0.064373,0.492235,0.0236,1.58,,
2232,16,10,6,0,3242,2432,-0.006303,0.069976,0.484510,0.0357,1.69,,
2233,16,12,4,0,3308,2604,-0.012804,0.057243,0.495233,0.0291,1.72,,
2234,16,10,6,0,3060,2226,-0.002475,0.077554,0.490935,0.0356,1.53,,
2235,16,8,8,0,2927,2263,-0.005481,0.063970,0.477064,0.0301,1.49,,
2236,16,7,9,0,3514,2566,-0.020318,0.043604,0.475546,0.0294,1.74,,
2237,16,8,8,0,3040,2509,-0.004511,0.063201,0.473513,0.0272,1.56,,
2238,16,12,4,0,2979,2070,-0.010044,0.037146,0.473053,0.0290,1.51,,
2239,16,9,7,0,2687,2205,-0.000545,0.056121,0.488956,0.0270,1.42,,
2240,16,6,10,0,2791,2039,-0.004409,0.059763,0.495234,0.0240,1.38,1.0000,20
2241,16,8,8,0,2874,2263,-0.005896,0.066860,0.498688,0.0239,1.48,,
2242,16,8,8,0,2721,1996,-0.003804,0.076276,0.487682,0.0189,1.38,,
2243,16,10,6,0,3166,2444,-0.006298,0.065463,0.462458,0.0259,1.62,,
2244,16,3,13,0,3873,3087,-0.018492,0.040756,0.470054,0.0309,1.95,,
2245,16,12,4,0,3343,2624,-0.007404,0.072581,0.481597,0.0301,1.71,,
2246,16,8,8,0,3252,2548,-0.004019,0.041218,0.462763,0.0241,1.63,,
2247,16,7,8,1,3212,2133,-0.002836,0.051946,0.466536,0.0366,1.55,,
2248,16,8,8,0,2788,2119,-0.004686,0.080169,0.492585,0.0215,1.48,,
2249,16,2,14,0,3235,2546,-0.003439,0.066799,0.490753,0.0229,1.67,,
2250,16,12,4,0,2638,1776,-0.004989,0.051770,0.460977,0.0250,1.29,1.0000,20
2251,16,10,6,0,3398,2585,-0.009135,0.052732,0.465037,0.0379,1.79,,
2252,16,10,6,0,3309,2478,-0.004019,0.055391,0.493097,0.0326,1.72,,
2253,16,7,9,0,2816,2177,-0.004395,0.070527,0.479146,0.0296,1.46,,
2254,16,7,9,0,3027,2357,-0.002934,0.067472,0.447018,0.0320,1.54,,
2255,16,11,5,0,3177,2341,-0.002559,0.056592,0.504184,0.0394,1.58,,
2256,16,8,8,0,3137,2078,-0.014318,0.060327,0.514692,0.0389,1.51,,
2257,16,9,7,0,3122,2487,-0.002381,0.062955,0.489654,0.0444,1.64,,
2258,16,10,6,0,2845,2361,-0.013109,0.057316,0.500762,0.0342,1.47,,
2259,16,6,10,0,3206,2334,-0.002460,0.065559,0.476164,0.0239,1.63,,
2260,16,8,8,0,3067,2255,-0.005796,0.053519,0.479723,0.0312,1.52,1.0000,20
2261,16,8,8,0,3447,2847,-0.010098,0.040252,0.489666,0.0397,1.78,,
2262,16,5,11,0,2933,2021,-0.005151,0.050313,0.479593,0.0287,1.43,,
2263,16,8,8,0,3110,2539,-0.002611,0.052105,0.476700,0.0249,1.62,,
2264,16,9,7,0,3096,2247,-0.004068,0.064368,0.482283,0.0403,1.53,,
2265,16,9,7,0,3207,2187,-0.002679,0.047597,0.499617,0.0387,1.58,,
2266,16,7,9,0,3111,2417,-0.003926,0.085795,0.492310,0.0206,1.58,,
2267,16,5,11,0,2639,1856,0.005771,0.068785,0.500786,0.0251,1.34,,
2268,16,10,6,0,3182,2468,-0.007243,0.054963,0.492292,0.0352,1.63,,
2269,16,11,5,0,2944,2004,-0.006189,0.058616,0.491176,0.0350,1.48,,
2270,16,10,6,0,2881,2374,-0.012639,0.065702,0.516277,0.0446,1.48,1.0000,20
2271,16,9,7,0,2631,1665,-0.003412,0.070568,0.466495,0.0212,1.30,,
2272,16,9,7,0,2815,2098,-0.001747,0.077258,0.469394,0.0210,1.43,,
2273,16,9,6,1,3232,2863,-0.009269,0.073876,0.486207,0.0292,1.65,,
2274,16,7,9,0,2965,2383,-0.006353,0.086171,0.471713,0.0205,1.51,,
2275,16,6,9,1,2913,2303,-0.004467,0.063270,0.483780,0.0250,1.52,,
2276,16,10,6,0,2655,1961,-0.004057,0.055888,0.477902,0.0256,1.31,,
2277,16,7,9,0,2873,2151,-0.011575,0.065106,0.485708,0.0384,1.46,,
2278,16,9,7,0,3055,2330,-0.006757,0.052021,0.505187,0.0362,1.62,,
2279,16,7,9,0,3455,2510,-0.005516,0.066538,0.473945,0.0357,1.79,,
2280,16,7,9,0,3090,2724,-0.006085,0.065587,0.481660,0.0224,1.64,1.0000,20
2281,16,8,8,0,3396,2423,-0.004388,0.068794,0.470565,0.0245,1.67,,
2282,16,11,5,0,2976,2158,-0.005255,0.074600,0.485910,0.0198,1.49,,
2283,16,10,6,0,3041,2195,-0.003634,0.051242,0.465724,0.0297,1.57,,
2284,16,13,3,0,2955,1963,-0.001522,0.063053,0.486135,0.0194,1.43,,
2285,16,9,7,0,2581,1976,-0.005566,0.084901,0.484542,0.0275,1.33,,
2286,16,7,9,0,2734,1950,-0.005364,0.080280,0.505395,0.0260,1.43,,
2287,16,9,7,0,2975,2215,-0.003325,0.054981,0.464120,0.0200,1.47,,
2288,16,9,7,0,2578,1883,-0.002454,0.055989,0.469288,0.0270,1.32,,
2289,16,7,9,0,3104,2115,-0.002953,0.094987,0.527863,0.0250,1.61,,
2290,16,7,9,0,3402,2828,0.001171,0.058662,0.487325,0.0319,1.78,1.0000,20
2291,16,8,8,0,2869,2321,-0.000045,0.058360,0.478280,0.0288,1.52,,
2292,16,9,7,0,3133,2400,0.004104,0.078701,0.500599,0.0396,1.62,,
2293,16,9,7,0,3043,2446,-0.007596,0.076549,0.500035,0.0475,1.60,,
2294,16,9,7,0,2816,2052,-0.009405,0.054043,0.450996,0.0226,1.45,,
2295,16,6,10,0,3088,2445,-0.003685,0.066772,0.492047,0.0314,1.64,,
2296,16,9,6,1,3201,2139,-0.012327,0.048857,0.537187,0.0261,1.66,,
2297,16,7,9,0,3099,2208,-0.002412,0.083865,0.486448,0.0208,1.56,,
2298,16,5,11,0,2922,1945,-0.003691,0.081410,0.463847,0.0277,1.45,,
2299,16,10,6,0,3131,2439,-0.007367,0.062810,0.498124,0.0253,1.64,,
2300,16,10,6,0,2774,2230,-0.004401,0.066393,0.472344,0.0252,1.44,1.0000,20
2301,16,8,8,0,2740,2121,-0.003146,0.066906,0.490231,0.0206,1.42,,
2302,16,10,6,0,2757,1806,-0.005009,0.079539,0.468113,0.0630,1.42,,
2303,16,9,7,0,2998,2544,-0.004603,0.090947,0.493722,0.0322,1.53,,
2304,16,7,9,0,3424,2240,-0.005087,0.088823,0.499593,0.0218,1.66,,
2305,16,9,7,0,2893,2337,0.002793,0.048230,0.508425,0.0207,1.50,,
2306,16,9,7,0,2759,2193,-0.005999,0.066230,0.480268,0.0258,1.46,,
2307,16,10,6,0,2909,2141,-0.011037,0.054272,0.498814,0.0223,1.52,,
2308,16,12,4,0,3314,2535,-0.004243,0.048213,0.490046,0.0310,1.73,,
2309,16,4,12,0,3011,2390,-0.006492,0.067263,0.494143,0.0294,1.73,,
2310,16,8,8,0,3161,2204,0.000433,0.081747,0.510854,0.0225,1.57,1.0000,20
2311,16,9,7,0,2568,2000,-0.007562,0.041225,0.499226,0.0187,1.34,,
2312,16,8,7,1,3681,3073,-0.035518,0.060842,0.437718,0.0238,1.89,,
2313,16,7,9,0,2989,1930,-0.002528,0.099770,0.484195,0.0163,1.49,,
2314,16,7,9,0,3166,2622,-0.002872,0.082868,0.490649,0.0149,1.68,,
2315,16,10,5,1,2670,1978,-0.003240,0.081448,0.473199,0.0178,1.38,,
2316,16,5,11,0,3406,2443,-0.004459,0.055441,0.466116,0.0337,1.68,,
2317,16,9,7,0,2726,1944,-0.004275,0.083029,0.480953,0.0240,1.37,,
2318,16,12,4,0,3042,2285,-0.004320,0.043444,0.477198,0.0183,1.55,,
2319,16,7,9,0,2512,1800,-0.015312,0.087712,0.472508,0.0231,1.28,,
2320,16,11,5,0,2751,2174,-0.005663,0.060603,0.476496,0.0281,1.40,1.0000,20
2321,16,7,9,0,2996,2251,-0.004305,0.076646,0.483780,0.0318,1.55,,
2322,16,10,6,0,3177,2352,-0.001905,0.066143,0.481863,0.0426,1.63,,
2323,16,11,5,0,3269,2461,-0.001725,0.066648,0.469382,0.0321,1.66,,
2324,16,8,8,0,2913,2171,-0.005955,0.071500,0.484026,0.0260,1.54,,
2325,16,10,6,0,3040,2359,0.010593,0.085410,0.468698,0.0335,1.61,,
2326,16,10,6,0,2935,1924,-0.006694,0.042045,0.460532,0.0188,1.49,,
2327,16,11,5,0,2903,2225,-0.002828,0.049551,0.495032,0.0278,1.49,,
2328,16,11,5,0,2734,1742,-0.004862,0.074886,0.503401,0.0229,1.35,,
2329,16,9,7,0,2825,2249,-0.007346,0.057499,0.509001,0.0248,1.46,,
2330,16,11,5,0,2942,2525,-0.006601,0.058253,0.476201,0.0384,1.57,1.0000,20
2331,16,9,7,0,2853,2451,-0.003196,0.103576,0.506501,0.0226,1.49,,
2332,16,7,9,0,3136,2616,-0.005116,0.048796,0.486674,0.0274,1.60,,
2333,16,8,8,0,3212,2148,-0.009812,0.074429,0.495054,0.0295,1.58,,
2334,16,9,7,0,2924,2324,-0.004197,0.078817,0.504064,0.0395,1.58,,
2335,16,6,10,0,3018,2079,-0.016786,0.049404,0.490023,0.0288,1.51,,
2336,16,6,10,0,2932,2437,-0.007849,0.109298,0.518365,0.0279,1.52,,
2337,16,9,6,1,3259,2296,-0.006267,0.036335,0.495271,0.0264,1.61,,
2338,16,7,9,0,3093,2184,-0.008341,0.064336,0.485078,0.0305,1.55,,
2339,16,11,5,0,3261,2329,-0.006260,0.045519,0.473101,0.0324,1.64,,
2340,16,9,7,0,3221,2756,-0.003797,0.075640,0.498206,0.0260,1.73,1.0000,20
2341,16,9,7,0,3051,2286,-0.004568,0.046981,0.474928,0.0233,1.52,,
2342,16,10,6,0,3011,2373,-0.006816,0.056947,0.469946,0.0286,1.51,,
2343,16,8,8,0,2815,2143,-0.005444,0.073552,0.511016,0.0355,1.48,,
2344,16,7,9,0,3104,2314,-0.008762,0.063925,0.493949,0.0242,1.64,,
2345,16,6,10,0,3521,2582,0.011963,0.053762,0.453985,0.0314,1.79,,
2346,16,8,8,0,2730,2140,-0.010608,0.062579,0.485762,0.0307,1.42,,
2347,16,4,12,0,3355,2683,-0.004605,0.046882,0.491696,0.0290,1.72,,
2348,16,5,11,0,3101,2150,-0.000374,0.071833,0.486755,0.0269,1.61,,
2349,16,10,6,0,3212,2836,-0.013220,0.065829,0.488613,0.0322,1.69,,
2350,16,9,7,0,2870,2463,-0.003463,0.059308,0.462796,0.0292,1.55,1.0000,20
2351,16,8,8,0,3189,2364,-0.001782,0.074141,0.469962,0.0332,1.65,,
2352,16,8,8,0,3316,2529,-0.004758,0.065280,0.491614,0.0264,1.73,,
2353,16,8,8,0,3026,2496,-0.003796,0.048565,0.471025,0.0249,1.58,,
2354,16,11,5,0,3113,2164,-0.005290,0.064754,0.468954,0.0244,1.55,,
2355,16,8,7,1,3138,2431,-0.003810,0.040856,0.444681,0.0355,1.61,,
2356,16,9,7,0,3054,2620,-0.002649,0.078098,0.476608,0.0309,1.68,,
2357,16,9,7,0,3482,2636,-0.004411,0.042532,0.469787,0.0278,1.83,,
2358,16,5,10,1,3336,2344,0.002449,0.055994,0.453691,0.0299,1.69,,
2359,16,10,6,0,3321,1836,-0.009873,0.043573,0.470661,0.0279,1.61,,
2360,16,9,7,0,2855,2297,-0.003591,0.040871,0.502801,0.0256,1.48,1.0000,20
2361,16,9,7,0,2865,2297,-0.004205,0.066258,0.441021,0.0264,1.48,,
2362,16,3,13,0,3246,2559,-0.004633,0.056816,0.481094,0.0292,1.67,,
2363,16,7,9,0,3171,2169,-0.000816,0.070806,0.476486,0.0241,1.57,,
2364,16,8,8,0,3425,2102,-0.003260,0.053127,0.464624,0.0403,1.68,,
2365,16,7,9,0,3111,2281,-0.003906,0.055727,0.477338,0.0284,1.55,,
2366,16,7,9,0,3454,2410,-0.000335,0.073048,0.450372,0.0232,1.74,,
2367,16,10,6,0,2991,2284,-0.003795,0.062399,0.476467,0.0262,1.52,,
2368,16,8,8,0,2870,2413,-0.003459,0.051224,0.478389,0.0254,1.55,,
2369,16,10,6,0,2929,2194,-0.007342,0.077564,0.472162,0.0308,1.53,,
2370,16,8,8,0,2698,2259,-0.004525,0.042618,0.495438,0.0241,1.42,0.9500,20
2371,16,9,7,0,2840,2308,0.023894,0.080027,0.513973,0.0285,1.46,,
