iter,games,wins,losses,draws,decisions,samples,pi_loss,v_loss,entropy,clip_frac,time_s,eval_win_rate,eval_games
834,16,9,7,0,3037,2302,-0.008714,0.106628,0.761524,0.0666,2.71,,
835,16,9,7,0,2847,2219,-0.006172,0.113077,0.793883,0.0831,2.64,,
836,16,8,8,0,2935,2434,-0.008766,0.127875,0.743320,0.0609,2.60,,
837,16,10,6,0,2817,1894,-0.013061,0.116393,0.691252,0.0767,2.42,,
838,16,6,10,0,2651,2177,-0.007228,0.104483,0.716634,0.0743,2.40,,
839,16,5,11,0,2981,2450,-0.011798,0.082665,0.753698,0.0885,2.71,,
840,16,10,6,0,2683,1975,-0.008569,0.108555,0.657240,0.0677,2.35,0.9500,20
841,16,7,9,0,2802,2376,-0.009795,0.114417,0.692362,0.0707,2.54,,
842,16,6,10,0,2706,2153,-0.006800,0.137259,0.703589,0.0658,2.61,,
843,16,13,3,0,2823,2184,-0.004715,0.112830,0.695806,0.0569,2.56,,
844,16,9,7,0,2578,1907,-0.010823,0.133212,0.712019,0.0603,2.34,,
845,16,9,7,0,2548,2064,-0.008968,0.127812,0.698393,0.0642,2.42,,
846,16,11,5,0,2625,1745,-0.008629,0.135184,0.670919,0.0532,2.28,,
847,16,10,6,0,2838,2123,-0.005597,0.110769,0.662391,0.0691,2.48,,
848,16,11,5,0,2900,2368,-0.009403,0.093777,0.686622,0.0796,2.75,,
849,16,10,6,0,2943,2098,-0.014864,0.105248,0.719076,0.0692,2.76,,
850,16,7,9,0,2393,1839,-0.014373,0.152408,0.650408,0.0741,2.23,1.0000,20
851,16,8,8,0,2773,2078,-0.032547,0.117305,0.697365,0.0822,2.39,,
852,16,12,4,0,2670,1609,-0.009297,0.103505,0.703286,0.0394,2.31,,
853,16,12,4,0,2733,2144,-0.007765,0.119512,0.707210,0.0638,2.62,,
854,16,6,10,0,2661,2067,-0.021466,0.122079,0.692256,0.0586,2.27,,
855,16,10,6,0,2703,2023,-0.007748,0.120515,0.682280,0.0492,2.47,,
856,16,7,9,0,2581,1902,-0.013690,0.120853,0.687977,0.0541,2.21,,
857,16,9,7,0,2892,2102,-0.006424,0.145293,0.719697,0.0754,2.75,,
858,16,8,8,0,2935,2414,-0.016502,0.115376,0.718132,0.0879,2.63,,
859,16,9,7,0,2659,2023,-0.008314,0.122038,0.689326,0.0668,2.40,,
860,16,11,5,0,2926,2256,-0.007854,0.130227,0.721832,0.0633,2.51,1.0000,20
861,16,6,10,0,2717,1932,-0.011037,0.119219,0.719104,0.0629,2.41,,
862,16,7,9,0,2766,2238,-0.007024,0.097112,0.704176,0.0709,2.41,,
863,16,8,8,0,2320,1659,-0.011251,0.147410,0.714035,0.0616,2.02,,
864,16,9,7,0,3007,2134,-0.006974,0.093388,0.719119,0.0506,2.66,,
865,16,6,10,0,2625,2002,-0.008655,0.121847,0.704573,0.0613,2.26,,
866,16,10,6,0,2528,1797,0.046500,0.144232,0.721758,0.0546,2.23,,
867,16,8,8,0,2660,2180,-0.009555,0.125413,0.722800,0.0708,2.55,,
868,16,9,7,0,2934,2361,-0.015937,0.131204,0.678872,0.0664,2.64,,
869,16,6,10,0,2933,2492,-0.008025,0.123087,0.748043,0.0769,2.71,,
870,16,7,9,0,2752,2259,-0.007338,0.137262,0.708756,0.0550,2.46,1.0000,20
871,16,10,6,0,2605,1831,-0.020530,0.133796,0.724846,0.0662,2.33,,
872,16,8,8,0,2730,2125,-0.007919,0.092242,0.733141,0.0528,2.48,,
873,16,7,9,0,3039,2120,-0.007519,0.087453,0.748347,0.0741,2.63,,
874,16,7,9,0,2633,2002,-0.010911,0.128300,0.747042,0.0725,2.29,,
875,16,8,8,0,3030,2346,-0.022764,0.120292,0.710089,0.0825,2.85,,
876,16,7,9,0,2446,2058,-0.001661,0.125844,0.731032,0.0685,2.45,,
877,16,5,11,0,2894,2492,-0.007338,0.094025,0.730556,0.0625,2.61,,
878,16,10,6,0,2871,2209,-0.005619,0.113028,0.712758,0.0580,2.62,,
879,16,8,8,0,2974,2205,-0.008109,0.119562,0.688244,0.0569,2.64,,
880,16,7,9,0,2703,2116,0.000052,0.096451,0.720965,0.0491,2.55,1.0000,20
881,16,5,11,0,2625,1834,-0.018992,0.123104,0.743718,0.0548,2.23,,
882,16,5,11,0,2753,2237,-0.005565,0.119065,0.699560,0.0724,2.39,,
883,16,6,10,0,2516,1889,-0.012990,0.113188,0.776313,0.0769,2.36,,
884,16,11,5,0,2949,2155,-0.007119,0.101825,0.700899,0.0650,2.67,,
885,16,6,10,0,2673,2027,-0.008745,0.146621,0.713972,0.0665,2.36,,
886,16,10,6,0,3028,2420,-0.006849,0.108436,0.735825,0.0555,2.84,,
887,16,10,6,0,2869,2435,-0.013097,0.093276,0.733931,0.0490,2.68,,
888,16,6,10,0,2984,2314,-0.022306,0.102483,0.732864,0.0675,2.69,,
889,16,10,6,0,2854,2006,-0.011465,0.097249,0.741191,0.0651,2.51,,
890,16,10,6,0,3175,2292,-0.009802,0.111447,0.712012,0.0620,2.89,0.9000,20
891,16,9,7,0,2889,2592,0.000491,0.113847,0.722687,0.0676,2.67,,
892,16,7,9,0,2630,1902,-0.008637,0.113888,0.733534,0.0743,2.30,,
893,16,9,7,0,2780,1788,-0.006068,0.117219,0.723576,0.0417,2.47,,
894,16,7,9,0,3150,2441,-0.010669,0.124179,0.735322,0.0628,3.03,,
895,16,11,5,0,2690,2086,-0.010693,0.117828,0.684786,0.0639,2.38,,
896,16,11,5,0,3123,2207,-0.008974,0.115889,0.740518,0.0670,2.74,,
897,16,11,5,0,2753,2147,-0.010360,0.108289,0.743634,0.0653,2.45,,
898,16,11,5,0,2960,2507,-0.008592,0.090803,0.723495,0.0556,2.84,,
899,16,9,7,0,2695,2085,-0.014121,0.103113,0.685504,0.0553,2.45,,
900,16,12,4,0,2749,2109,-0.012036,0.088232,0.718811,0.0589,2.50,1.0000,20
901,16,5,11,0,2894,1975,-0.010549,0.143240,0.698988,0.0422,2.56,,
902,16,8,8,0,2934,2193,-0.006793,0.099444,0.750801,0.0554,2.55,,
903,16,11,5,0,2840,1977,-0.006074,0.122590,0.705519,0.0514,2.50,,
904,16,4,12,0,3053,2205,-0.013334,0.099126,0.672266,0.0699,2.81,,
905,16,3,13,0,2837,2086,-0.005717,0.102624,0.669538,0.0722,2.48,,
906,16,9,7,0,2644,2105,0.003272,0.090540,0.662327,0.0843,2.38,,
907,16,10,6,0,2958,2162,-0.016162,0.108504,0.677843,0.0747,2.66,,
908,16,7,9,0,2684,1765,-0.009982,0.113051,0.656985,0.0548,2.27,,
909,16,8,8,0,3075,2605,-0.027094,0.098297,0.695769,0.0862,2.76,,
910,16,8,8,0,3063,2475,-0.007189,0.107495,0.674036,0.0808,2.83,1.0000,20
911,16,10,6,0,2633,1960,-0.014263,0.112443,0.681731,0.0717,2.49,,
912,16,8,8,0,3268,2602,-0.001665,0.105361,0.680768,0.0846,3.04,,
913,16,8,8,0,2881,2055,-0.031496,0.134494,0.664205,0.0841,2.53,,
914,16,8,8,0,2842,2231,-0.010323,0.120017,0.692130,0.0843,2.62,,
915,16,8,8,0,2857,2001,-0.007213,0.095692,0.738121,0.0727,2.55,,
916,16,7,9,0,2761,2051,-0.030773,0.081365,0.666378,0.0917,2.40,,
917,16,7,9,0,2958,2263,-0.006979,0.102036,0.682290,0.0651,2.82,,
918,16,11,5,0,2979,1837,-0.014208,0.107407,0.658933,0.0722,2.58,,
919,16,8,8,0,2907,2186,-0.005421,0.116997,0.738250,0.0685,2.64,,
920,16,8,8,0,3059,2078,-0.009245,0.108264,0.653866,0.0604,2.67,0.9000,20
921,16,6,10,0,2949,2373,-0.009095,0.083628,0.699964,0.0774,2.76,,
922,16,10,6,0,2900,2416,-0.012287,0.123720,0.694250,0.0723,2.74,,
923,16,9,7,0,3009,2420,-0.003395,0.095541,0.686813,0.0653,2.65,,
924,16,10,6,0,3044,2319,-0.005531,0.106256,0.703619,0.0701,2.85,,
925,16,5,11,0,3037,2459,-0.006701,0.120206,0.701844,0.0681,2.66,,
926,16,9,7,0,3082,2218,-0.011836,0.111122,0.706235,0.0948,2.81,,
927,16,9,7,0,2962,1941,-0.008233,0.097409,0.704704,0.0637,2.62,,
928,16,7,9,0,2929,2409,-0.008817,0.089134,0.685019,0.0565,2.67,,
929,16,8,8,0,2865,2283,-0.008665,0.126260,0.676782,0.0706,2.58,,
930,16,6,10,0,2972,2363,-0.008853,0.099544,0.702895,0.0733,2.77,1.0000,20
931,16,6,10,0,3071,2039,-0.009663,0.119320,0.705477,0.0622,2.66,,
932,16,7,9,0,2845,2429,-0.007290,0.101833,0.665203,0.0681,2.59,,
933,16,8,8,0,2595,1868,-0.016973,0.108615,0.660765,0.0384,2.33,,
934,16,10,6,0,3150,2350,-0.004695,0.117177,0.738579,0.0848,2.87,,
935,16,6,10,0,2701,2095,-0.003396,0.104699,0.715154,0.0987,2.36,,
936,16,8,8,0,2831,1920,-0.006772,0.101089,0.669319,0.0599,2.42,,
937,16,8,8,0,2783,2388,-0.008353,0.084716,0.683347,0.0762,2.55,,
938,16,8,8,0,3121,2425,-0.012828,0.117068,0.726433,0.0535,2.81,,
939,16,10,6,0,2908,2428,-0.005705,0.094294,0.732754,0.0893,2.79,,
940,16,7,9,0,3218,2500,-0.005064,0.121638,0.722858,0.0739,2.83,1.0000,20
941,16,8,8,0,2585,1684,-0.012695,0.126147,0.714137,0.0658,2.37,,
942,16,14,2,0,2802,2094,0.001404,0.156251,0.685407,0.0622,2.65,,
943,16,8,8,0,2605,2284,-0.005694,0.112260,0.720746,0.0676,2.31,,
944,16,10,6,0,2453,1659,-0.007564,0.127940,0.702486,0.0719,2.17,,
945,16,10,6,0,2452,1942,-0.005373,0.114260,0.715435,0.0601,2.20,,
946,16,12,4,0,2866,2090,-0.007490,0.119483,0.739887,0.0771,2.64,,
947,16,9,7,0,2864,2235,-0.008983,0.113855,0.700400,0.0626,2.54,,
948,16,9,7,0,2852,2258,-0.008787,0.111225,0.767145,0.0755,2.73,,
949,16,8,8,0,2636,1982,-0.007179,0.108128,0.737628,0.0742,2.36,,
950,16,11,5,0,2805,2225,-0.007351,0.131148,0.751243,0.0779,2.54,1.0000,20
951,16,10,6,0,2887,2240,-0.011898,0.104831,0.739744,0.0735,2.67,,
952,16,9,7,0,2964,2147,-0.005222,0.114961,0.709610,0.0603,2.61,,
953,16,10,6,0,2936,2174,-0.004802,0.089089,0.739688,0.0639,2.58,,
954,16,9,7,0,2840,2286,-0.008849,0.118921,0.743785,0.0544,2.61,,
955,16,6,10,0,2979,2577,0.000343,0.094313,0.783010,0.0766,2.66,,
956,16,8,8,0,2919,2212,-0.009944,0.114772,0.757390,0.0637,2.52,,
957,16,7,9,0,2652,1900,-0.009331,0.136414,0.740412,0.0663,2.30,,
958,16,8,8,0,3070,2182,-0.013792,0.098970,0.763117,0.0739,2.67,,
959,16,6,10,0,2981,2486,-0.010346,0.112351,0.776933,0.0649,2.75,,
960,16,10,6,0,3030,2448,-0.007175,0.087039,0.757807,0.0656,2.69,0.9500,20
961,16,11,5,0,2595,1725,-0.008498,0.150790,0.738699,0.0538,2.36,,
962,16,12,4,0,2609,2043,-0.011411,0.103097,0.745513,0.0683,2.22,,
963,16,12,4,0,2711,2210,-0.011079,0.147693,0.756934,0.0745,2.44,,
964,16,8,8,0,2685,2102,-0.007329,0.123071,0.752359,0.0579,2.28,,
965,16,9,7,0,2620,1795,-0.058851,0.137247,0.759832,0.0726,2.30,,
966,16,5,11,0,3061,2409,-0.003761,0.128535,0.769131,0.0569,2.77,,
967,16,8,8,0,2999,2578,0.010030,0.122093,0.767360,0.0660,2.82,,
968,16,10,6,0,2956,2058,-0.007819,0.101086,0.821858,0.0653,2.52,,
969,16,12,4,0,2639,2001,-0.008300,0.129070,0.787786,0.0519,2.38,,
970,16,5,11,0,2775,1907,-0.004531,0.109542,0.826257,0.0810,2.28,0.9500,20
971,16,7,9,0,2933,2163,-0.012179,0.111351,0.850342,0.0716,2.44,,
972,16,6,10,0,2626,2028,-0.012010,0.107551,0.854839,0.0645,2.26,,
973,16,10,6,0,3201,2522,-0.009454,0.111688,0.901058,0.0603,3.12,,
974,16,9,7,0,2829,2110,-0.007384,0.121416,0.859833,0.0742,2.51,,
975,16,8,8,0,2492,1941,-0.006799,0.119803,0.870560,0.0618,2.32,,
976,16,6,10,0,3133,2397,-0.015586,0.095479,0.903565,0.0923,2.79,,
977,16,6,10,0,3104,2293,-0.010231,0.120526,0.848749,0.0777,2.71,,
978,16,5,11,0,2615,1879,-0.006466,0.115112,0.825405,0.0740,2.40,,
979,16,5,11,0,2856,2049,0.032140,0.089394,0.875153,0.1081,2.46,,
980,16,6,10,0,3019,2401,-0.001996,0.119949,0.842723,0.0662,2.68,1.0000,20
981,16,7,9,0,3007,1981,-0.012124,0.117622,0.836382,0.0763,2.54,,
982,16,9,7,0,2638,2140,-0.009475,0.104024,0.808288,0.0924,2.41,,
983,16,3,13,0,2835,2131,-0.014977,0.077966,0.826315,0.0833,2.58,,
984,16,9,7,0,2735,1992,-0.008071,0.114157,0.823573,0.0580,2.50,,
985,16,6,10,0,2804,2155,-0.003078,0.156327,0.781079,0.0763,2.52,,
986,16,13,3,0,3054,1913,-0.008530,0.079707,0.831954,0.0716,2.70,,
987,16,6,10,0,2905,2173,-0.006832,0.111711,0.777081,0.0854,2.59,,
988,16,11,5,0,2882,2144,-0.008101,0.096365,0.837205,0.0827,2.54,,
989,16,9,7,0,2972,1996,-0.009667,0.132837,0.843016,0.0776,2.61,,
990,16,10,6,0,2792,1980,-0.010762,0.115922,0.821393,0.0549,2.46,1.0000,20
991,16,6,10,0,2674,2084,-0.004884,0.115168,0.806958,0.0874,2.33,,
992,16,12,4,0,2761,1981,-0.007106,0.121094,0.749003,0.0492,2.38,,
993,16,7,9,0,2672,2245,-0.006299,0.131976,0.766209,0.0591,2.51,,
994,16,10,6,0,2756,2120,-0.013269,0.162988,0.742423,0.0761,2.62,,
995,16,8,8,0,2673,2119,-0.015424,0.103047,0.753599,0.0625,2.36,,
996,16,7,9,0,2538,1933,-0.007294,0.140212,0.756727,0.0583,2.26,,
997,16,8,8,0,2562,2056,-0.026928,0.156189,0.803976,0.0655,2.16,,
998,16,10,6,0,2802,2357,-0.000447,0.116683,0.768002,0.0773,2.75,,
999,16,8,8,0,2517,1764,-0.012226,0.120443,0.770580,0.0762,2.17,,
1000,16,10,6,0,2580,1660,-0.007521,0.122284,0.743395,0.0788,2.28,1.0000,20
1001,16,10,6,0,3044,2492,-0.010816,0.130247,0.729130,0.0816,2.77,,
1002,16,10,6,0,2803,2207,-0.006265,0.100868,0.748217,0.0663,2.54,,
1003,16,7,9,0,2987,2303,-0.007292,0.137704,0.737259,0.0621,2.64,,
1004,16,6,10,0,2752,2360,-0.007734,0.119694,0.766596,0.0797,2.49,,
1005,16,4,12,0,2663,2323,0.001142,0.131899,0.756926,0.0846,2.33,,
1006,16,6,10,0,2972,2049,-0.033984,0.115199,0.790995,0.0580,2.61,,
1007,16,6,10,0,2346,1837,-0.005469,0.102371,0.798426,0.0724,2.05,,
1008,16,7,9,0,2731,1954,-0.008353,0.146164,0.820373,0.0545,2.30,,
1009,16,7,9,0,3060,2490,-0.009992,0.124784,0.742025,0.0634,2.77,,
1010,16,9,7,0,2502,1894,-0.002743,0.122680,0.762781,0.0619,2.15,1.0000,20
1011,16,11,5,0,2942,1940,0.000039,0.134614,0.793597,0.0728,2.57,,
1012,16,9,7,0,2565,2025,-0.008605,0.119895,0.757697,0.0601,2.34,,
1013,16,9,7,0,2838,2416,-0.010386,0.121523,0.767272,0.0758,2.56,,
1014,16,6,10,0,2557,1869,-0.009349,0.114469,0.763494,0.0874,2.29,,
1015,16,9,7,0,2561,1886,-0.009146,0.092811,0.776180,0.0776,2.25,,
1016,16,10,6,0,2956,2372,-0.017464,0.146493,0.804569,0.0633,2.65,,
1017,16,13,3,0,2626,2095,-0.020069,0.111166,0.760355,0.0647,2.40,,
1018,16,7,9,0,2923,1878,-0.011044,0.111266,0.781789,0.0600,2.42,,
1019,16,12,4,0,2658,1746,-0.008360,0.092385,0.754060,0.0716,2.23,,
1020,16,11,5,0,3041,1860,-0.007444,0.117549,0.743358,0.0518,2.64,1.0000,20
1021,16,10,6,0,3003,2174,-0.012502,0.127296,0.751658,0.0799,2.67,,
1022,16,10,6,0,3024,2193,-0.008421,0.123008,0.746618,0.0703,2.75,,
1023,16,9,7,0,2737,2027,-0.012003,0.112659,0.751354,0.0837,2.63,,
1024,16,10,6,0,2906,2101,-0.021181,0.118745,0.713555,0.0705,2.55,,
1025,16,11,5,0,3017,2537,-0.008951,0.087233,0.756418,0.0750,2.71,,
1026,16,7,9,0,2758,2157,-0.012311,0.117329,0.700850,0.0663,2.47,,
1027,16,8,8,0,2774,2107,0.003795,0.101866,0.748559,0.0681,2.43,,
1028,16,7,9,0,2976,2530,-0.009114,0.119370,0.759366,0.0733,2.62,,
1029,16,6,10,0,3012,2314,0.008599,0.118548,0.771582,0.0702,2.60,,
1030,16,6,10,0,2974,2114,-0.004602,0.133735,0.746942,0.0780,2.58,1.0000,20
1031,16,9,7,0,2576,2117,-0.011220,0.115008,0.712608,0.0533,2.31,,
1032,16,4,12,0,3045,2308,0.014408,0.112686,0.795549,0.0555,2.75,,
1033,16,6,10,0,3005,2524,-0.010273,0.106424,0.790681,0.0816,2.72,,
1034,16,7,9,0,2851,1869,-0.003921,0.097797,0.800506,0.0656,2.52,,
1035,16,11,5,0,2700,2166,-0.014453,0.090299,0.719500,0.0719,2.43,,
1036,16,11,5,0,2847,2050,-0.092365,0.087365,0.719400,0.1058,2.46,,
1037,16,7,9,0,3056,2247,-0.011486,0.103541,0.737940,0.0618,2.66,,
1038,16,5,11,0,2867,1804,-0.003119,0.089703,0.743855,0.0787,2.47,,
1039,16,9,7,0,2583,2258,-0.009764,0.123161,0.693062,0.0730,2.35,,
1040,16,11,5,0,2907,1891,-0.016163,0.096738,0.737157,0.0674,2.47,1.0000,20
1041,16,5,11,0,2769,1957,-0.008917,0.114559,0.758694,0.0735,2.41,,
1042,16,8,8,0,2879,2171,-0.007534,0.140977,0.685577,0.0607,2.63,,
1043,16,9,7,0,2496,1756,-0.009817,0.148792,0.700029,0.0563,2.12,,
1044,16,10,6,0,2896,2134,-0.001966,0.092593,0.712955,0.0811,2.55,,
1045,16,8,8,0,2759,1975,-0.006342,0.120675,0.656930,0.0633,2.46,,
1046,16,9,7,0,2898,2500,-0.009666,0.094067,0.707074,0.0638,2.71,,
1047,16,9,7,0,2960,2146,-0.009513,0.107078,0.690983,0.0687,2.58,,
1048,16,6,10,0,2991,2434,-0.009119,0.101917,0.704876,0.0756,2.97,,
1049,16,5,11,0,2899,2189,-0.010705,0.096831,0.698176,0.0787,2.61,,
1050,16,7,9,0,2929,2401,-0.010692,0.086877,0.695489,0.0816,2.68,0.9500,20
1051,16,11,5,0,3102,2311,0.003499,0.099291,0.701497,0.0897,2.81,,
1052,16,7,9,0,2818,2361,-0.005623,0.110675,0.688966,0.0626,2.55,,
1053,16,7,9,0,2839,2025,-0.009098,0.118898,0.707931,0.0757,2.51,,
1054,16,10,6,0,3106,2398,-0.012810,0.083570,0.698172,0.0729,2.75,,
1055,16,5,11,0,2832,2286,-0.007224,0.097988,0.686266,0.0579,2.53,,
1056,16,10,6,0,2765,1971,-0.009573,0.117956,0.715024,0.0784,2.39,,
1057,16,8,8,0,2983,1979,-0.008515,0.122646,0.692741,0.0657,2.61,,
1058,16,8,8,0,2864,2074,-0.001853,0.114014,0.694633,0.0779,2.46,,
1059,16,10,6,0,2823,2083,-0.017051,0.103243,0.680955,0.0712,2.44,,
1060,16,7,9,0,2743,2191,-0.007186,0.113350,0.738623,0.0796,2.38,1.0000,20
1061,16,4,12,0,2743,2045,-0.007213,0.102791,0.703931,0.0647,2.40,,
1062,16,6,10,0,2872,2191,-0.009190,0.141905,0.711133,0.0614,2.48,,
1063,16,10,6,0,2969,2352,-0.016830,0.087362,0.665971,0.0653,2.64,,
1064,16,10,6,0,2796,2053,-0.001275,0.075256,0.739896,0.0796,2.38,,
1065,16,10,6,0,2639,2111,-0.018640,0.106461,0.684289,0.0854,2.41,,
1066,16,8,8,0,2637,1891,-0.011224,0.141807,0.690192,0.0633,2.23,,
1067,16,8,8,0,2913,2215,-0.010543,0.084114,0.752128,0.0736,2.53,,
1068,16,7,9,0,2656,2191,-0.007292,0.149681,0.722671,0.0864,2.37,,
1069,16,10,6,0,2858,2126,-0.009489,0.108763,0.740476,0.0820,2.47,,
1070,16,8,8,0,2770,2023,-0.007591,0.125217,0.697389,0.0713,2.36,1.0000,20
1071,16,10,6,0,3017,2381,-0.008465,0.102491,0.741127,0.0692,2.76,,
1072,16,8,8,0,2877,2037,-0.006198,0.107498,0.745035,0.0575,2.46,,
1073,16,6,10,0,2882,2130,-0.011033,0.101762,0.780911,0.0771,2.62,,
1074,16,8,8,0,2578,2121,-0.009718,0.122083,0.745562,0.0714,2.25,,
1075,16,8,8,0,2897,2051,-0.032388,0.142820,0.767900,0.1062,2.58,,
1076,16,9,7,0,2686,2171,-0.012788,0.116945,0.791580,0.0739,2.42,,
1077,16,9,7,0,3039,2524,-0.009999,0.086884,0.805406,0.0804,2.75,,
1078,16,10,6,0,2894,2221,-0.011872,0.117525,0.824221,0.0825,2.55,,
1079,16,11,5,0,3191,2229,-0.009942,0.112263,0.773121,0.0728,2.82,,
1080,16,9,7,0,2928,2097,-0.006262,0.121734,0.793219,0.1047,2.57,0.9000,20
1081,16,9,7,0,2953,2395,-0.014565,0.092798,0.790108,0.0674,2.70,,
1082,16,5,11,0,2993,2245,-0.007950,0.116156,0.827955,0.0697,2.63,,
1083,16,6,10,0,2923,2181,-0.011070,0.088731,0.778516,0.0772,2.58,,
1084,16,9,7,0,2788,2132,-0.013940,0.096960,0.822629,0.0765,2.40,,
1085,16,6,10,0,2878,2297,-0.009460,0.123459,0.798809,0.0847,2.64,,
1086,16,8,8,0,3056,2198,-0.011392,0.120617,0.808249,0.0921,2.74,,
1087,16,8,8,0,3202,2332,-0.021108,0.126360,0.820289,0.0875,2.66,,
1088,16,9,7,0,3149,2508,-0.009349,0.090707,0.816066,0.0843,2.72,,
1089,16,4,12,0,2907,2412,-0.012761,0.089087,0.777153,0.0921,2.58,,
1090,16,8,8,0,2957,2297,-0.008031,0.081598,0.786482,0.0621,2.52,0.9500,20
1091,16,5,11,0,2589,1966,-0.008270,0.109536,0.744888,0.0590,2.31,,
1092,16,12,4,0,3065,2225,-0.007942,0.099959,0.765879,0.0802,2.58,,
1093,16,9,7,0,3218,2478,-0.007825,0.099151,0.778674,0.0813,2.75,,
1094,16,8,8,0,2810,2125,-0.007271,0.129746,0.802833,0.0793,2.48,,
1095,16,6,10,0,3120,2291,-0.009827,0.092017,0.767018,0.0859,2.66,,
1096,16,9,7,0,3083,2281,-0.008564,0.092765,0.798971,0.0752,2.76,,
1097,16,11,5,0,2889,2147,-0.011169,0.085721,0.782714,0.0788,2.48,,
1098,16,10,6,0,2579,1637,-0.008386,0.137366,0.701517,0.0436,2.09,,
1099,16,13,3,0,2899,2159,-0.008860,0.118419,0.787780,0.0716,2.48,,
1100,16,9,7,0,2889,2395,-0.006168,0.107810,0.828070,0.0852,2.61,0.9500,20
1101,16,5,11,0,3006,2464,-0.008268,0.105443,0.716277,0.0801,2.68,,
1102,16,8,8,0,3277,2528,-0.010310,0.105945,0.794048,0.0749,2.86,,
1103,16,7,9,0,2901,2041,-0.008645,0.110887,0.764150,0.0714,2.45,,
1104,16,6,10,0,2906,1856,-0.009637,0.137700,0.789595,0.0599,2.45,,
1105,16,8,8,0,2796,2309,0.009078,0.096850,0.774730,0.0814,2.53,,
1106,16,11,5,0,2773,1912,-0.007183,0.089715,0.772765,0.0666,2.34,,
1107,16,9,7,0,3245,2302,-0.009800,0.116353,0.751758,0.0965,2.81,,
1108,16,9,7,0,2971,1862,-0.012689,0.088116,0.751009,0.0675,2.53,,
1109,16,6,10,0,3050,2449,-0.007710,0.107445,0.779601,0.0837,2.69,,
1110,16,7,9,0,2822,1988,-0.006846,0.093874,0.751876,0.0631,2.41,1.0000,20
1111,16,8,8,0,2628,1999,-0.007022,0.119549,0.733031,0.0669,2.30,,
1112,16,8,8,0,2888,2459,-0.006725,0.145859,0.755314,0.0714,2.63,,
1113,16,7,9,0,3029,2371,-0.010314,0.094436,0.771279,0.0793,2.68,,
1114,16,8,8,0,3111,2479,-0.005422,0.104098,0.741801,0.0862,2.73,,
1115,16,10,6,0,3107,2344,-0.010186,0.089335,0.752258,0.0819,2.75,,
1116,16,11,5,0,2867,2005,-0.010444,0.114560,0.699942,0.0894,2.38,,
1117,16,9,7,0,2836,1929,-0.004005,0.112666,0.753619,0.0608,2.36,,
1118,16,8,8,0,2519,2014,-0.010051,0.113865,0.755528,0.0690,2.22,,
1119,16,10,6,0,2983,1836,-0.006070,0.113567,0.777072,0.0916,2.58,,
1120,16,8,8,0,2696,1952,-0.011020,0.110449,0.732548,0.0555,2.45,0.9500,20
1121,16,7,9,0,2879,2302,-0.007918,0.118200,0.770072,0.0717,2.50,,
1122,16,8,8,0,2847,2078,0.006039,0.110560,0.731855,0.0776,2.44,,
1123,16,11,5,0,2612,1880,-0.010451,0.100791,0.745703,0.0649,2.21,,
1124,16,6,10,0,3051,2578,-0.016918,0.113704,0.754714,0.0688,2.76,,
1125,16,9,7,0,2716,2546,-0.008062,0.109636,0.754938,0.0807,2.53,,
1126,16,8,8,0,2830,2053,0.012337,0.091168,0.745241,0.0883,2.43,,
1127,16,8,8,0,2471,1734,-0.010074,0.124975,0.713910,0.0592,2.04,,
1128,16,8,8,0,2580,2092,-0.022253,0.126075,0.723043,0.0634,2.21,,
1129,16,10,6,0,2754,2177,-0.012417,0.136018,0.705408,0.0737,2.42,,
1130,16,11,5,0,2804,1924,-0.007333,0.137849,0.760642,0.0690,2.32,1.0000,20
1131,16,8,8,0,2612,1723,-0.012856,0.117148,0.787057,0.0587,2.25,,
1132,16,7,9,0,2917,2325,-0.002300,0.106006,0.751366,0.0678,2.67,,
1133,16,10,6,0,2970,2222,-0.008742,0.066222,0.832332,0.0745,2.59,,
1134,16,5,11,0,2928,1974,-0.012363,0.120394,0.790024,0.0748,2.58,,
1135,16,6,10,0,2774,1947,-0.007702,0.099490,0.804765,0.0720,2.44,,
1136,16,5,11,0,2684,2005,-0.008348,0.132547,0.773836,0.0654,2.32,,
1137,16,11,5,0,2998,2722,-0.011575,0.129115,0.818741,0.0760,2.81,,
1138,16,7,9,0,3035,2271,-0.008535,0.103086,0.826929,0.0861,2.69,,
1139,16,7,9,0,2698,2277,-0.010808,0.095628,0.792665,0.0705,2.43,,
1140,16,10,6,0,2500,1889,-0.009528,0.125098,0.849188,0.0922,2.18,1.0000,20
1141,16,8,8,0,2789,2302,-0.009886,0.119493,0.795704,0.0678,2.43,,
1142,16,7,9,0,2577,1867,-0.016681,0.127411,0.811346,0.0826,2.26,,
1143,16,9,7,0,2579,1958,-0.011430,0.134169,0.781621,0.0638,2.15,,
1144,16,7,9,0,3006,2054,-0.015849,0.100391,0.772212,0.0877,2.59,,
1145,16,9,7,0,2910,2523,-0.013445,0.123878,0.843025,0.1060,2.73,,
1146,16,9,7,0,2515,1723,-0.011294,0.128286,0.788459,0.0703,2.15,,
1147,16,8,8,0,3026,2444,-0.010472,0.124798,0.803909,0.0926,2.67,,
1148,16,5,11,0,2715,2440,-0.006181,0.102201,0.776184,0.0779,2.42,,
1149,16,8,8,0,2971,1951,-0.010859,0.147530,0.787196,0.0618,2.53,,
1150,16,4,12,0,2938,2073,-0.013881,0.098549,0.792528,0.0748,2.51,0.9500,20
