iter,episodes,decisions,samples,score_mean,score_first,score_second,itchy_rate,part_bench_drakloak,part_phantom_dive_ready,part_phantom_dive_ready_next,part_itchy_pollen,part_hand_size,pi_loss,v_loss,entropy,clip_frac,time_s
18,16,329,130,8.725,8.06875,9.38125,0.21875,2.625,0.0,0.0,1.53125,3.88125,-0.003935735731218489,0.09222659717003505,1.61953866481781,0.0,4.24000096321106
19,16,434,178,8.9875,9.83125,8.14375,0.1875,3.125,0.0,0.125,1.3125,3.4875,-0.0032719699709507686,0.07349475224812825,1.5201636950174968,0.0,5.992455959320068
20,16,423,180,9.403125,9.387500000000001,9.41875,0.15625,2.875,0.0,0.0,1.09375,3.8249999999999997,-0.0027642577179465277,0.04802801460027695,1.509574055671692,0.0,5.273021936416626
21,16,391,163,9.590625,7.68125,11.5,0.25,2.375,0.1875,0.125,1.75,3.9375,-0.006260382057241849,0.06782084455092748,1.5226810773213704,0.0,4.196000099182129
22,16,422,188,10.871875,10.43125,11.3125,0.3125,4.1875,0.0,0.0,2.1875,3.515625,-0.003954668349342032,0.10268687705198924,1.4698175191879272,0.0,4.071999788284302
23,16,431,180,7.1312500000000005,4.2125,10.05,0.28125,2.9375,0.0,0.375,1.96875,3.7406250000000005,-0.0008631101141132191,0.21923434734344482,1.426428000132243,0.0,4.2669997215271
24,16,346,131,9.775,9.81875,9.731250000000001,0.375,1.8125,0.0,0.0,2.625,3.825,-0.0034823211013047897,0.07641649742921193,1.4315645694732666,0.0,4.240996599197388
25,16,367,139,10.262500000000001,9.6,10.925,0.3125,3.125,0.1875,0.0,2.1875,3.3749999999999996,-0.004242729945040935,0.09411179274320602,1.4537349939346313,0.0,4.135999917984009
26,16,388,176,9.89375,7.5687500000000005,12.21875,0.3125,2.875,0.0,0.0,2.1875,3.76875,-0.00035537147645806993,0.135881245136261,1.395438273747762,0.0,5.129000902175903
27,16,439,185,7.040625,7.3375,6.74375,0.21875,2.375,0.0,0.0,1.53125,3.459375,-0.0006143612669662346,0.17701972524325052,1.3799567222595215,0.0,4.778997898101807
28,16,438,191,8.825,6.5875,11.0625,0.28125,2.875,0.0,0.0,1.96875,3.4875000000000003,-0.0015064026336762588,0.08890581379334132,1.4102367957433064,0.0,5.179481744766235
29,16,365,149,8.6875,8.7125,8.6625,0.25,2.125,0.0,0.0,1.75,3.76875,0.0004131895350928024,0.08460905651251475,1.3554465770721436,0.0,4.162339210510254
30,16,460,215,11.340625000000001,11.39375,11.2875,0.25,4.625,0.0,0.0,1.75,3.7125000000000004,-0.00021190274591524153,0.11629764238993327,1.3559715747833252,0.0,4.6324708461761475
31,16,366,142,10.028125000000001,5.65,14.40625,0.375,2.3125,0.0,0.0,2.625,3.88125,-0.0005141373490372322,0.13649863998095194,1.3163281679153442,0.0,3.9563519954681396
32,16,417,182,8.096875,7.8500000000000005,8.34375,0.21875,3.125,0.0,0.125,1.53125,3.76875,-0.0005424219331168582,0.10602020968993504,1.3837000131607056,0.0,4.5323169231414795
33,16,400,184,10.165625,10.225,10.106250000000001,0.21875,3.375,0.0,0.125,1.53125,3.459375,-0.0012031707480767058,0.06855007509390514,1.3355605999628704,0.0,3.7493927478790283
34,16,406,171,10.315625,9.14375,11.4875,0.34375,2.3125,0.375,0.25,2.40625,3.7687500000000003,-0.0019514481925095122,0.12028650691111882,1.3055301904678345,0.0,3.806464910507202
35,16,426,207,12.1125,13.8375,10.387500000000001,0.3125,4.625,0.0,0.25,2.1875,3.6843749999999993,0.0003703619538507989,0.10996744285027187,1.3360909620920818,0.0,4.2639319896698
36,16,467,235,9.321875,8.4625,10.18125,0.1875,4.0625,0.1875,0.0,1.3125,3.825,-0.0014928050525817582,0.11721150080362956,1.400965929031372,0.0,4.470979690551758
37,16,352,143,8.68125,8.075000000000001,9.2875,0.3125,2.0,0.0,0.0,2.1875,3.740625,-0.0012519520906610164,0.10438577582438786,1.3672816753387451,0.0,3.852999687194824
38,16,404,192,9.39375,9.275,9.512500000000001,0.25,2.875,0.0,0.0,1.75,3.6562500000000004,-0.0012071571157624323,0.07820849617322286,1.3466039101282756,0.0,3.6119978427886963
39,16,401,181,11.740625,11.725,11.75625,0.375,3.0625,0.0,0.125,2.625,3.88125,-0.0014349267053509103,0.06294433027505875,1.3787405093510945,0.0,4.27500319480896
40,16,373,156,12.231250000000001,11.36875,13.09375,0.3125,4.5,0.0,0.0,2.1875,3.825,-0.0001526296638254543,0.07956678171952565,1.22878893216451,0.0,3.95999813079834
41,16,487,232,8.428125,6.75,10.106250000000001,0.1875,3.6875,0.0,0.0,1.3125,3.178125,-0.0023022020481868744,0.08914321164290111,1.3325059413909912,0.0,5.071287155151367
42,16,453,195,11.4875,11.55,11.425,0.28125,4.5625,0.0,0.0,1.96875,3.403125,-0.0022363581221040243,0.07396391034126282,1.1696316003799438,0.0,4.59852147102356
43,16,476,228,9.76875,9.25625,10.28125,0.28125,3.75,0.0,0.0,1.96875,3.4312499999999995,-0.000421594985970349,0.052456545333067574,1.2309747536977131,0.0,4.698479175567627
44,16,364,146,9.221875,8.6875,9.75625,0.3125,2.3125,0.0,0.125,2.1875,4.1625,-0.003425727481422225,0.05277013157804807,1.244140386581421,0.0,3.753793478012085
45,16,464,243,10.959375,12.012500000000001,9.90625,0.25,4.0625,0.1875,0.125,1.75,3.54375,0.0002389215781685531,0.09256693720817566,1.1813911994298298,0.0,4.360381126403809
46,16,493,263,9.440625,11.11875,7.7625,0.25,4.6875,0.1875,0.25,1.75,3.0937499999999996,-0.1669242468973001,0.1794774948308865,1.2599610090255737,0.0,4.412000417709351
47,16,429,201,12.746875000000001,14.887500000000001,10.60625,0.34375,4.75,0.0,0.25,2.40625,3.740625,-0.0004816810659296067,0.07951740672190984,1.1520413160324097,0.0,4.416000127792358
48,16,430,186,11.434375,11.66875,11.2,0.28125,3.6875,0.1875,0.0,1.96875,3.4031249999999997,-0.0005530030392552435,0.0429782010614872,1.178370515505473,0.0,5.016998767852783
49,16,479,225,9.753125,8.7875,10.71875,0.15625,4.625,0.0,0.0,1.09375,3.290625,-0.0006287299241455694,0.06631892547011375,1.2317088842391968,0.0,4.7799999713897705
50,16,438,211,10.11875,12.543750000000001,7.6937500000000005,0.25,3.5625,0.0,0.125,1.75,3.6,-0.0010543517773164979,0.05755781133969625,1.2799136638641357,0.0,4.282000303268433
51,16,450,211,9.625,8.075,11.175,0.25,4.0,0.0,0.0,1.75,3.3187499999999996,-0.0009763585713452964,0.07401549071073532,1.1844155391057332,0.0,4.5079991817474365
52,16,412,197,12.85,14.293750000000001,11.40625,0.34375,5.125,0.0,0.25,2.40625,3.6843749999999997,-0.0017189069929989624,0.135108416279157,1.2408047517140706,0.0,4.0485923290252686
53,16,471,237,10.378125,11.88125,8.875,0.25,3.9375,0.0,0.125,1.75,3.65625,-0.001272030057662003,0.07926326990127563,1.2333094278971355,0.0,4.025000810623169
54,16,425,191,12.034375,12.5375,11.53125,0.40625,3.5,0.0,0.0,2.84375,3.7968749999999996,-0.0009005985511865156,0.033634876211484276,1.1155184110005696,0.0,4.340999603271484
55,16,434,172,11.71875,11.3,12.137500000000001,0.28125,4.375,0.0,0.0,1.96875,3.3468750000000003,-0.0016943125375510348,0.08645426233609517,1.1661618947982788,0.0,5.7009992599487305
56,16,421,202,10.278125000000001,7.9375,12.61875,0.25,3.8125,0.0,0.0,1.75,3.4031249999999997,-0.0017230188391070083,0.04798297335704168,1.136479099591573,0.0,4.018997430801392
57,16,416,196,12.359375,10.875,13.84375,0.28125,4.0625,0.1875,0.125,1.96875,3.853125,-0.00098958004901147,0.10076628873745601,1.144587794939677,0.0,4.22599983215332
58,16,444,216,10.640625,9.44375,11.8375,0.25,3.6875,0.0,0.0,1.75,3.740625,-0.000530366904754942,0.03425406043728193,1.1812909444173176,0.0,4.860997915267944
59,16,413,162,11.69375,10.49375,12.89375,0.375,3.1875,0.0,0.0,2.625,4.021875,-0.0005315272320768708,0.06579465667406718,1.1550857226053874,0.0,4.728998899459839
60,16,369,160,10.734375,12.65,8.81875,0.34375,3.4375,0.0,0.0,2.40625,3.853125,-0.002606248545150199,0.0544214074810346,1.1181638638178508,0.0,3.3669991493225098
61,16,429,172,11.46875,13.418750000000001,9.51875,0.28125,3.625,0.0,0.0,1.96875,3.909375,-0.001856362207092399,0.0400435154636701,1.04994531472524,0.0,4.029999732971191
62,16,431,199,11.125,10.43125,11.81875,0.34375,3.6875,0.0,0.0,2.40625,3.5718749999999995,-0.0015868972596937425,0.07158775627613068,1.101535399754842,0.0,5.237001180648804
63,16,403,195,10.415625,10.675,10.15625,0.28125,3.6875,0.1875,0.0,1.96875,3.9374999999999996,-0.0018936515954906714,0.05225068206588427,1.1091702381769817,0.0,3.32200026512146
64,16,466,226,11.4,10.41875,12.381250000000001,0.3125,4.1875,0.0,0.0,2.1875,3.628125,-0.00033787393979049324,0.05221086492141088,1.0380137761433919,0.0,4.366001844406128
65,16,447,209,9.265625,8.21875,10.3125,0.21875,3.875,0.0,0.0,1.53125,3.6000000000000005,-0.0012744229520482708,0.07786648223797481,1.0161103804906209,0.0,4.486998558044434
66,16,429,198,13.275,11.24375,15.30625,0.375,4.8125,0.1875,0.0,2.625,3.6281249999999994,4.763715773018854e-05,0.10517461846272151,1.0362567504247029,0.0,4.044009447097778
67,16,468,216,9.715625000000001,9.512500000000001,9.91875,0.1875,3.6875,0.0,0.0,1.3125,3.6281250000000003,-0.0013010042035423257,0.08245930323998134,1.0328543583552043,0.0,4.736999034881592
68,16,428,202,13.871875000000001,11.94375,15.8,0.375,4.625,0.0,0.125,2.625,3.684375,-0.0018621409379508218,0.08203739921251933,0.9375371932983398,0.0,3.9219977855682373
69,16,375,157,13.665625,12.20625,15.125,0.4375,4.0625,0.0,0.375,3.0625,4.05,-0.0009203141900234376,0.11161414782206218,1.0213627020517986,0.0,3.6440017223358154
70,16,408,178,13.084375,13.137500000000001,13.03125,0.34375,4.0,0.0,0.125,2.40625,3.796875,-0.0032944112313276395,0.08190248906612396,1.0331811904907227,0.00187265919521451,4.426001310348511
71,16,481,244,12.428125,12.65625,12.200000000000001,0.1875,6.125,0.0,0.0,1.3125,3.459375,-0.0017193093822124677,0.057392291724681854,1.0634093681971233,0.0,4.597999572753906
72,16,452,245,12.109375,13.4875,10.73125,0.28125,5.375,0.0,0.125,1.96875,3.796875,0.00023384969268747113,0.031033785392840702,1.111244519551595,0.0,3.984178304672241
73,16,388,158,12.775,10.95625,14.59375,0.4375,3.1875,0.1875,0.0,3.0625,4.05,-0.0017479172674939036,0.05954959740241369,1.0803216298421223,0.0,4.7109785079956055
74,16,412,173,10.56875,8.8375,12.3,0.21875,3.6875,0.0,0.125,1.53125,3.4031250000000006,-0.00235460414766564,0.06415478512644768,1.119635820388794,0.0,4.439504384994507
75,16,466,250,12.215625000000001,12.725,11.70625,0.25,5.5625,0.0,0.125,1.75,3.3749999999999996,-0.0013889516520630234,0.044204345593849816,1.0341651439666748,0.0,4.245477199554443
76,16,522,265,11.853125,9.19375,14.512500000000001,0.21875,5.125,0.0,0.125,1.53125,3.4031249999999993,0.053219315595924854,0.058100780472159386,1.1555123329162598,0.018518518656492233,5.137406349182129
77,16,494,269,10.49375,11.3,9.6875,0.25,4.625,0.0,0.125,1.75,2.9812499999999997,0.21334355402116975,0.05570109188556671,1.0938708980878193,0.0,4.577444314956665
78,16,471,231,10.262500000000001,9.793750000000001,10.73125,0.28125,3.125,0.0,0.0,1.96875,3.3750000000000004,-0.0023876694598857404,0.03784213835994402,1.0086726744969685,0.0,6.334590196609497
79,16,452,221,11.31875,9.8625,12.775,0.28125,4.25,0.0,0.25,1.96875,3.65625,-0.0015797190339021938,0.06576399753491084,1.0127109289169312,0.0,4.714454174041748
80,16,415,198,10.2125,9.85,10.575000000000001,0.25,4.0625,0.0,0.0,1.75,3.8249999999999997,-0.0014809384144002236,0.03864919270078341,1.0186081727345784,0.0,3.97493314743042
81,16,449,204,10.225,9.84375,10.606250000000001,0.3125,3.5,0.0,0.0,2.1875,3.2906249999999995,-0.0007138252463739411,0.07054537534713745,1.1149577299753826,0.0,4.710519552230835
82,16,469,253,15.246875000000001,13.8,16.69375,0.375,6.5,0.0,0.125,2.625,3.5437499999999997,-3.0399783491693217e-05,0.08895788341760635,0.9372919400533041,0.0,4.479089021682739
83,16,449,220,12.31875,12.8125,11.825000000000001,0.28125,4.6875,0.1875,0.0,1.96875,3.515625,-0.0015211011170211952,0.08066303531328838,1.068153937657674,0.0,4.2061450481414795
84,16,374,170,13.762500000000001,12.106250000000001,15.418750000000001,0.53125,3.6875,0.0,0.0,3.71875,4.021875,-0.0010184489049051375,0.07976921896139781,0.9893772006034851,0.0,4.200949430465698
85,16,439,198,12.606250000000001,13.46875,11.74375,0.3125,5.4375,0.0,0.0,2.1875,3.88125,-0.0010613844922418754,0.05381633465488752,1.0054035186767578,0.0,4.695946455001831
86,16,443,215,13.34375,10.35625,16.33125,0.375,6.0,0.0,0.0,2.625,4.1343749999999995,-0.001978181795642797,0.07135111093521118,1.0507480303446453,0.0,4.656421661376953
87,16,511,282,10.634375,10.38125,10.8875,0.1875,5.3125,0.0,0.0,1.3125,3.234375,0.018404518021270633,0.04859481565654278,1.0225099623203278,0.0032552083333333335,5.101576328277588
88,16,471,240,12.16875,14.2875,10.05,0.25,5.0625,0.1875,0.125,1.75,3.3749999999999996,-0.001596028947581818,0.04704060032963753,0.887904942035675,0.0,4.135395050048828
89,16,395,180,11.528125000000001,11.6875,11.36875,0.34375,3.8125,0.0,0.0,2.40625,3.76875,-0.002221873135271224,0.05460491528113683,0.9235673745473226,0.0,4.239392995834351
90,16,494,248,11.387500000000001,10.1125,12.662500000000001,0.28125,5.5625,0.1875,0.125,1.96875,3.2624999999999997,-0.0005400188771697382,0.09936979164679845,0.880032459894816,0.0,4.706530809402466
91,16,460,253,11.746875000000001,11.64375,11.85,0.28125,5.125,0.0,0.0,1.96875,3.4031249999999997,-0.0010457476795030136,0.06977492322524388,0.9250320196151733,0.0,3.929877519607544
92,16,521,278,12.425,13.1125,11.7375,0.28125,6.25,0.0,0.125,1.96875,3.6562500000000004,-0.025804521671185892,0.0604693436374267,0.8930276036262512,0.00887784113486608,4.592017889022827
93,16,498,252,11.950000000000001,11.43125,12.46875,0.28125,5.8125,0.1875,0.0,1.96875,3.5999999999999996,-0.0017979135441164769,0.06585828463236491,0.8682279189427694,0.0,4.526568412780762
94,16,474,218,13.950000000000001,10.3375,17.5625,0.34375,6.125,0.1875,0.0,2.40625,3.825,-0.0009707268752906136,0.039346096416314445,0.8477386236190796,0.0,5.9360127449035645
95,16,494,252,13.684375000000001,13.64375,13.725,0.28125,6.125,0.1875,0.375,1.96875,3.796875,-0.0017889384457484188,0.05169866358240446,0.8222648700078329,0.0,4.99583625793457
96,16,529,262,11.128125,9.6625,12.59375,0.25,4.8125,0.1875,0.0,1.75,3.2062499999999994,-0.14706211599210897,0.04398573748767376,0.8271573881308237,0.0006510416666666666,5.838558197021484
97,16,480,210,10.171875,8.043750000000001,12.3,0.3125,3.125,0.0,0.0,2.1875,3.3468750000000003,-0.00055565794445774,0.07935187717278798,0.8207148909568787,0.0,5.245618581771851
98,16,435,207,12.996875000000001,11.7125,14.28125,0.34375,4.625,0.1875,0.0,2.40625,3.6,-0.0015773786634548277,0.07801427940527599,0.803080677986145,0.0,4.314348220825195
99,16,438,197,12.190625,14.125,10.25625,0.28125,4.75,0.0,0.0,1.96875,3.76875,-0.000716925499304466,0.05845046415925026,0.8027574022610983,0.0,4.872690916061401
100,16,519,272,12.221875,10.8375,13.606250000000001,0.21875,5.6875,0.0,0.125,1.53125,3.065625,-0.011645299227287373,0.03409017063677311,0.7459840277830759,0.0006510416666666666,4.778491258621216
101,16,436,214,13.24375,12.1125,14.375,0.4375,3.9375,0.0,0.125,3.0625,3.6843749999999997,-0.0007835630207058871,0.03765656674901644,0.7559638420740763,0.0,4.295485258102417
102,16,487,254,12.80625,12.59375,13.01875,0.25,6.75,0.0,0.125,1.75,3.121875,-0.0010084902361680765,0.040085237473249435,0.7594746947288513,0.0,4.071478366851807
103,16,478,266,10.58125,9.5625,11.6,0.25,4.6875,0.0,0.0,1.75,3.459375,0.023995319847017527,0.04554108173275987,0.6979591548442841,0.0,4.155180215835571
104,16,451,219,12.76875,13.0875,12.450000000000001,0.34375,5.5,0.0,0.0,2.40625,3.796875,-0.000618356181199801,0.03882719576358795,0.6790323456128439,0.0,4.874728679656982
105,16,521,286,11.0625,8.89375,13.231250000000001,0.21875,5.625,0.0,0.0,1.53125,3.31875,0.015003610712786516,0.06374903457860152,0.7498152752717336,0.0006510416666666666,4.6425628662109375
106,16,439,182,11.675,11.8,11.55,0.34375,3.9375,0.0,0.125,2.40625,3.43125,-0.0012396233115385957,0.09117485334475835,0.8090861638387045,0.0,5.4524524211883545
107,16,600,355,11.828125,11.125,12.53125,0.125,7.4375,0.1875,0.125,0.875,3.290625,0.007703718729317188,0.04818693486352762,0.7593282560507456,0.009719591587781906,4.600539207458496
108,16,450,229,13.34375,14.200000000000001,12.4875,0.375,4.5,0.0,0.125,2.625,3.3750000000000004,-0.0009266886063018139,0.07641809433698654,0.7418488264083862,0.0,4.698563814163208
109,16,414,198,11.89375,11.93125,11.856250000000001,0.375,3.25,0.1875,0.0,2.625,3.628125,-0.0032835548480202683,0.055638728042443596,0.811531146367391,0.0,4.33191180229187
110,16,406,183,13.075000000000001,11.856250000000001,14.293750000000001,0.34375,4.0625,0.0,0.125,2.40625,3.6281250000000003,-0.002583039259090351,0.06926886488993962,0.7696385184923807,0.0,4.287839412689209
111,16,411,191,11.918750000000001,9.80625,14.03125,0.34375,3.75,0.0,0.125,2.40625,3.5999999999999996,-0.0012736469978567773,0.0589828093846639,0.7844720085461935,0.0,4.370000123977661
112,16,505,269,12.496875000000001,14.85,10.14375,0.25,5.625,0.1875,0.125,1.75,3.571875,0.11237226737042268,0.05837217842539152,0.6766096353530884,0.0013020833333333333,4.322998523712158
113,16,520,282,14.484375,13.450000000000001,15.51875,0.28125,6.9375,0.1875,0.25,1.96875,3.65625,-0.014871046878397465,0.04173073483010133,0.7717633446057638,0.004557291666666667,4.2999982833862305
114,16,528,284,13.45,14.775,12.125,0.21875,6.1875,0.1875,0.25,1.53125,3.796875,-0.025116617092862725,0.04323177287975947,0.7334764500459036,0.00725446455180645,4.809515714645386
115,16,494,263,10.34375,12.85,7.8375,0.1875,4.4375,0.1875,0.125,1.3125,3.15,0.11286727090676625,0.07321117942531903,0.8323929210503896,0.0032552083333333335,4.591997861862183
116,16,523,291,9.725,11.13125,8.31875,0.0625,5.25,0.1875,0.0,0.4375,3.4031249999999997,-0.058790611646448575,0.04435105249285698,0.7842275500297546,0.008017113121847311,3.763204574584961
117,16,426,214,10.9375,12.9875,8.887500000000001,0.21875,4.5625,0.1875,0.0,1.53125,3.8249999999999997,-0.001990281023314333,0.04465491324663162,0.7817026376724243,0.0,4.010395288467407
118,16,420,190,12.74375,11.7375,13.75,0.34375,3.4375,0.0,0.0,2.40625,3.909375,-0.0005466494611218545,0.06726278116305669,0.800749679406484,0.0,4.887507200241089
119,16,460,234,14.453125,14.59375,14.3125,0.25,5.75,0.1875,0.0,1.75,3.88125,-0.0004263683462693013,0.04995776588718096,0.7849563956260681,0.0,4.82871150970459
120,16,414,177,14.24375,14.6125,13.875,0.4375,3.9375,0.0,0.125,3.0625,3.9375,-0.0009482261311942372,0.06430289521813393,0.7635602752367655,0.0,4.921999931335449
121,16,376,172,14.909375,14.8625,14.95625,0.4375,4.75,0.1875,0.25,3.0625,3.965625,-0.0023475394190774304,0.046949516981840134,0.7369052966435751,0.0,4.153998613357544
122,16,462,231,11.175,10.11875,12.231250000000001,0.21875,4.0,0.0,0.25,1.53125,3.684375,-0.002584409242170812,0.04444879541794459,0.8056593338648478,0.0,4.017000198364258
123,16,437,216,13.928125,11.74375,16.1125,0.25,6.375,0.1875,0.125,1.75,3.7125,-0.0005564914102217747,0.05523449927568436,0.7746065457661947,0.0,3.998999834060669
124,16,462,222,13.4875,13.543750000000001,13.43125,0.28125,5.25,0.0,0.0,1.96875,3.88125,-0.0007352551871696219,0.05809699619809786,0.8453906973203024,0.0,4.932999134063721
125,16,447,247,13.921875,12.85,14.99375,0.28125,6.0625,0.0,0.0,1.96875,4.05,-0.0010347514213459401,0.029895101363460224,0.8122032086054484,0.0,3.9999990463256836
126,16,426,187,14.821875,15.0,14.64375,0.40625,5.25,0.0,0.125,2.84375,3.740625,-0.00027620515565314935,0.04182673369844755,0.8219725886980692,0.0,6.253000020980835
127,16,475,235,13.25,12.9625,13.5375,0.25,5.5,0.0,0.125,1.75,4.05,-0.000797270373391612,0.03496363013982773,0.7667872707049052,0.0,6.079638242721558
128,16,395,181,13.640625,14.7375,12.543750000000001,0.34375,4.125,0.1875,0.125,2.40625,3.9093749999999994,-0.001642357562299838,0.042807782689730324,0.7201650540033976,0.0,3.6638407707214355
129,16,410,197,11.39375,12.525,10.2625,0.25,3.4375,0.0,0.25,1.75,4.1343749999999995,-0.001518876383998169,0.039824110766251884,0.7462278008460999,0.001692047342658043,4.018339157104492
130,16,396,189,11.793750000000001,8.21875,15.36875,0.21875,4.875,0.0,0.0,1.53125,3.9093750000000003,-0.0005239494336580405,0.04288173342744509,0.7216291626294454,0.0,3.8058478832244873
131,16,503,257,14.178125,12.4,15.95625,0.25,6.25,0.0,0.0,1.75,3.599999999999999,-0.1760292990754048,0.0707648410461843,0.8158035278320312,0.0006510416666666666,4.841526031494141
132,16,458,232,12.4375,13.793750000000001,11.08125,0.25,5.125,0.0,0.125,1.75,3.5718750000000004,-0.002931726357803329,0.03543543815612793,0.7236345807711283,0.0,4.4643120765686035
133,16,439,229,13.81875,15.03125,12.60625,0.25,5.875,0.0,0.125,1.75,3.9937500000000004,-0.0019661321408446972,0.03602989514668783,0.7188583811124166,0.0,4.110423803329468
134,16,429,188,12.625,12.3875,12.8625,0.3125,5.0,0.1875,0.125,2.1875,4.05,-0.0017874211110899079,0.04479702562093735,0.7034075657526652,0.0017730495892465115,4.484465837478638
135,16,518,283,13.428125,13.4875,13.36875,0.1875,6.625,0.1875,0.125,1.3125,3.5437499999999997,0.017021873344977696,0.032046278628210224,0.7242767413457235,0.0013020833333333333,4.500333786010742
136,16,352,144,14.459375,15.43125,13.4875,0.5625,3.9375,0.0,0.0,3.9375,4.134375,-0.00170368126041609,0.041919259975353874,0.5925546487172445,0.0,3.492372989654541
137,16,395,174,14.43125,14.24375,14.61875,0.4375,3.9375,0.0,0.375,3.0625,3.9937499999999995,-0.000653737125451137,0.03425884246826172,0.6252031922340393,0.0,3.842862367630005
138,16,426,210,12.775,14.1125,11.4375,0.34375,5.125,0.0,0.25,2.40625,3.909375,-0.0015671344004600425,0.05804465586940447,0.605013887087504,0.0,3.6203434467315674
139,16,451,230,14.509375,16.45625,12.5625,0.375,5.6875,0.0,0.0,2.625,4.1343749999999995,-0.001420892652906976,0.039858286579449974,0.6278547247250875,0.0,4.164920806884766
140,16,483,254,13.021875,16.5125,9.53125,0.21875,5.5,0.0,0.125,1.53125,3.99375,-0.000497673269516478,0.0419724074502786,0.6890129248301188,0.0,4.054884672164917
141,16,504,285,11.80625,11.40625,12.20625,0.125,5.625,0.0,0.0,0.875,3.5718750000000004,-0.010785896641512712,0.036197648383677006,0.676295816898346,0.005747126415371895,4.475332498550415
142,16,486,254,12.4,14.1125,10.6875,0.25,4.875,0.0,0.125,1.75,3.8249999999999997,-0.0015125099454671442,0.03754665826757749,0.7137733499209086,0.0,4.686549425125122
143,16,401,185,13.76875,12.225,15.3125,0.34375,4.0625,0.0,0.125,2.40625,4.190624999999999,-0.001199326217216523,0.04523265361785889,0.6759429176648458,0.0,3.8733091354370117
144,16,437,218,14.03125,10.74375,17.31875,0.34375,5.3125,0.0,0.0,2.40625,3.99375,-0.00024006162233251396,0.05750311786929766,0.6406455437342325,0.0,4.469355344772339
145,16,470,242,12.05625,12.7875,11.325,0.1875,5.6875,0.1875,0.25,1.3125,3.7125,-0.0015280468860184488,0.04738126198450724,0.7115338246027628,0.0,4.686479568481445
146,16,431,207,16.221875,15.53125,16.9125,0.4375,6.125,0.375,0.125,3.0625,3.7687500000000003,-0.0008932591952846755,0.039516749481360115,0.5928409099578857,0.0,4.856957197189331
