iter,games,wins,losses,draws,decisions,samples,pi_loss,v_loss,entropy,clip_frac,time_s,eval_win_rate,eval_games,eval_vs_agent_win_rate
615,16,9,7,0,1323,1000,-0.002674,0.223166,0.855902,0.0259,1.21,,,
616,16,13,3,0,1427,1147,-0.005567,0.148623,0.860401,0.0363,1.34,,,
617,16,9,7,0,1363,945,-0.007688,0.163727,0.856075,0.0469,1.22,,,
618,16,14,2,0,1713,1301,0.011416,0.155000,0.880152,0.0363,1.51,,,
619,16,9,7,0,1296,845,0.010018,0.207227,0.865500,0.0253,1.12,,,
620,16,9,7,0,1356,892,-0.010262,0.149322,0.870672,0.0463,1.22,1.0000,20,0.6500
621,16,8,8,0,1476,944,-0.007439,0.184879,0.870477,0.0385,1.30,,,
622,16,12,4,0,1205,897,-0.010931,0.181782,0.854055,0.0312,1.07,,,
623,16,9,7,0,1316,1025,0.018924,0.173719,0.996355,0.0229,1.20,,,
624,16,9,7,0,1575,1070,-0.006898,0.146661,0.821657,0.0401,1.44,,,
625,16,9,7,0,1436,990,-0.006698,0.173889,0.828456,0.0374,1.30,,,
626,16,10,6,0,1429,887,-0.014655,0.162830,0.843683,0.0390,1.22,,,
627,16,4,12,0,1511,1008,-0.003472,0.135959,0.840196,0.0418,1.34,,,
628,16,8,8,0,1648,1302,-0.042584,0.157356,0.816766,0.0489,1.52,,,
629,16,9,7,0,1462,1012,-0.004855,0.202336,0.855167,0.0251,1.25,,,
630,16,5,11,0,1601,1274,-0.005571,0.161357,0.828972,0.0323,1.48,1.0000,20,0.9000
631,16,8,8,0,1620,1218,-0.006517,0.150918,0.868355,0.0378,1.53,,,
632,16,6,10,0,1856,1249,-0.004499,0.147045,0.822917,0.0478,1.64,,,
633,16,10,6,0,1420,1002,-0.003857,0.166801,0.832039,0.0230,1.26,,,
634,16,9,7,0,1720,1431,-0.009954,0.131087,0.837336,0.0363,1.60,,,
635,16,7,9,0,1696,1227,-0.006316,0.144115,0.826994,0.0371,1.51,,,
636,16,9,7,0,1584,1145,-0.011328,0.118099,0.848229,0.0476,1.43,,,
637,16,7,9,0,1722,1225,-0.004526,0.186605,0.831649,0.0461,1.64,,,
638,16,8,8,0,1413,988,-0.003643,0.248081,0.803319,0.0117,1.23,,,
639,16,8,8,0,1838,1504,-0.003702,0.166218,0.800140,0.0350,1.71,,,
640,16,5,11,0,1829,1431,-0.008813,0.148091,0.823255,0.0484,1.70,1.0000,20,0.7500
641,16,8,8,0,1483,904,-0.007625,0.159067,0.857302,0.0294,1.34,,,
642,16,8,8,0,1571,1275,-0.005684,0.181294,0.846403,0.0434,1.43,,,
643,16,8,8,0,1561,1126,-0.017474,0.127173,0.799483,0.0395,1.38,,,
644,16,6,10,0,1502,1109,-0.019136,0.195536,0.786820,0.0435,1.37,,,
645,16,8,8,0,1409,1051,-0.008775,0.198361,0.800512,0.0509,1.25,,,
646,16,7,9,0,1598,1216,-0.005018,0.167933,0.809772,0.0295,1.48,,,
647,16,9,7,0,1644,1276,-0.005566,0.153006,0.817653,0.0313,1.60,,,
648,16,5,11,0,1445,970,-0.006793,0.171360,0.788627,0.0244,1.26,,,
649,16,11,5,0,1309,930,-0.003877,0.151964,0.785192,0.0264,1.17,,,
650,16,5,11,0,1285,913,-0.010180,0.191378,0.800083,0.0310,1.15,1.0000,20,0.7500
651,16,7,9,0,1729,1213,-0.008808,0.183933,0.764633,0.0258,1.54,,,
652,16,7,9,0,1275,909,0.002183,0.217222,0.825252,0.0286,1.23,,,
653,16,11,5,0,1659,1234,-0.002552,0.129912,0.818776,0.0330,1.59,,,
654,16,5,11,0,1371,849,0.002258,0.158233,0.800584,0.0285,1.24,,,
655,16,11,5,0,1359,968,-0.000705,0.228372,0.772961,0.0380,1.23,,,
656,16,6,10,0,1560,1111,0.009853,0.193665,0.844414,0.0367,1.47,,,
657,16,7,9,0,1369,1056,-0.040304,0.163339,0.804809,0.0409,1.33,,,
658,16,9,7,0,1488,1025,-0.188804,0.197246,0.721079,0.0268,1.36,,,
659,16,10,6,0,1411,1052,0.008626,0.201501,0.807826,0.0214,1.27,,,
660,16,8,8,0,1661,1281,-0.012005,0.127422,0.731822,0.0799,1.63,0.9000,20,0.7500
661,16,9,7,0,1339,1079,-0.002435,0.183750,0.769765,0.0366,1.26,,,
662,16,8,8,0,1458,1023,-0.005577,0.180115,0.809082,0.0248,1.30,,,
663,16,6,10,0,1776,1267,-0.005525,0.118884,0.778826,0.0376,1.57,,,
664,16,9,7,0,1714,1069,0.006552,0.185650,0.743245,0.0369,1.51,,,
665,16,10,6,0,1713,1229,-0.003569,0.149644,0.810922,0.0398,1.51,,,
666,16,10,6,0,1595,1259,-0.007054,0.138405,0.829526,0.0429,1.45,,,
667,16,12,4,0,2069,1387,-0.003568,0.079662,0.815535,0.0285,1.84,,,
668,16,9,7,0,1503,1011,-0.004608,0.179083,0.770272,0.0334,1.29,,,
669,16,11,5,0,1347,1023,-0.006051,0.167437,0.813236,0.0202,1.24,,,
670,16,9,7,0,1404,980,-0.004870,0.148442,0.772161,0.0329,1.23,0.9500,20,0.9000
671,16,11,5,0,1663,1288,0.046802,0.128913,0.830728,0.0347,1.51,,,
672,16,8,8,0,1918,1525,-0.005329,0.145680,0.835898,0.0324,1.75,,,
673,16,4,12,0,1847,1405,-0.007686,0.130798,0.790518,0.0509,1.69,,,
674,16,8,8,0,1950,1426,0.001694,0.115567,0.763577,0.0379,1.65,,,
675,16,8,8,0,1606,1210,-0.004524,0.166657,0.798412,0.0400,1.48,,,
676,16,8,8,0,1777,1260,-0.006889,0.136358,0.838685,0.0458,1.50,,,
677,16,8,8,0,1600,1246,-0.006212,0.154823,0.822184,0.0424,1.44,,,
678,16,10,6,0,1606,1257,-0.005625,0.127214,0.831515,0.0452,1.42,,,
679,16,9,7,0,1601,1327,-0.012663,0.136652,0.773033,0.0375,1.46,,,
680,16,10,6,0,1732,1368,-0.009518,0.154216,0.812969,0.0423,1.65,0.9500,20,0.8000
681,16,11,5,0,1633,1172,-0.006643,0.122530,0.812472,0.0477,1.39,,,
682,16,9,7,0,1689,1202,-0.002476,0.141135,0.840052,0.0374,1.48,,,
683,16,11,5,0,1574,1044,0.009494,0.169923,0.820980,0.0307,1.39,,,
684,16,14,2,0,1439,932,0.004209,0.172297,0.791817,0.0470,1.27,,,
685,16,6,10,0,1812,1123,-0.008779,0.191205,0.850758,0.0375,1.60,,,
686,16,9,7,0,1643,1353,-0.011196,0.133766,0.792471,0.0498,1.49,,,
687,16,7,9,0,1569,1024,-0.004848,0.135120,0.823073,0.0378,1.38,,,
688,16,10,6,0,1505,1127,-0.003094,0.135153,0.782046,0.0281,1.32,,,
689,16,7,9,0,1655,975,-0.004189,0.199561,0.820279,0.0304,1.42,,,
690,16,7,9,0,1426,1061,0.008123,0.204934,0.754089,0.0270,1.22,0.9000,20,0.7500
691,16,8,8,0,1435,1057,-0.046449,0.172085,0.812028,0.0412,1.30,,,
692,16,12,4,0,1617,1058,-0.036111,0.153141,0.784284,0.0549,1.38,,,
693,16,12,4,0,1473,1015,-0.005723,0.156517,0.800738,0.0424,1.49,,,
694,16,8,8,0,1654,1283,0.018655,0.136266,0.839385,0.0319,1.54,,,
695,16,6,10,0,1506,1139,-0.000737,0.179612,0.832821,0.0298,1.39,,,
696,16,11,5,0,1802,1292,-0.019091,0.144714,0.809102,0.0422,1.57,,,
697,16,10,6,0,1544,1113,-0.006307,0.162535,0.817482,0.0364,1.47,,,
698,16,8,8,0,1549,1135,-0.009900,0.145907,0.837727,0.0303,1.41,,,
699,16,6,10,0,1395,788,-0.019652,0.185691,0.816633,0.0450,1.19,,,
700,16,12,4,0,1452,1105,-0.002894,0.183203,0.836339,0.0394,1.34,1.0000,20,0.6000
701,16,8,8,0,1344,1009,-0.004826,0.198980,0.873968,0.0278,1.18,,,
702,16,10,6,0,1468,894,-0.004815,0.165502,0.904523,0.0360,1.32,,,
703,16,8,8,0,1437,1008,-0.005558,0.179158,0.825881,0.0472,1.27,,,
704,16,7,9,0,1266,964,-0.007349,0.186772,0.846158,0.0521,1.16,,,
705,16,4,12,0,1348,1018,-0.006495,0.200004,0.835560,0.0347,1.20,,,
706,16,10,6,0,1522,1084,-0.006631,0.156417,0.861436,0.0438,1.40,,,
707,16,9,7,0,1248,755,-0.006238,0.231482,0.857882,0.0190,1.11,,,
708,16,7,9,0,1739,1137,-0.011398,0.178977,0.865378,0.0361,1.56,,,
709,16,7,9,0,1744,1499,-0.004938,0.154529,0.803686,0.0541,1.54,,,
710,16,7,9,0,1501,1166,0.001633,0.169316,0.862361,0.0426,1.36,1.0000,20,0.7000
711,16,10,6,0,1381,911,-0.005344,0.169006,0.845239,0.0446,1.20,,,
712,16,11,5,0,1348,996,-0.005984,0.193321,0.899153,0.0389,1.27,,,
713,16,8,8,0,1395,1010,-0.006017,0.167754,0.823624,0.0223,1.23,,,
714,16,8,8,0,1362,993,-0.002983,0.188041,0.788358,0.0268,1.24,,,
715,16,7,9,0,1085,897,-0.005220,0.214596,0.886547,0.0231,1.01,,,
716,16,11,5,0,1038,659,-0.002675,0.279807,0.841115,0.0305,0.90,,,
717,16,8,8,0,1518,1066,-0.009553,0.206075,0.809046,0.0325,1.37,,,
718,16,7,9,0,1108,741,-0.004592,0.217751,0.838548,0.0180,0.98,,,
719,16,10,6,0,1246,971,-0.006477,0.203467,0.819270,0.0321,1.12,,,
720,16,5,11,0,1324,1014,-0.007215,0.237905,0.824380,0.0323,1.20,1.0000,20,0.7000
721,16,7,9,0,1200,759,-0.005661,0.246260,0.833918,0.0202,1.05,,,
722,16,8,8,0,1410,928,0.002683,0.157609,0.844190,0.0299,1.27,,,
723,16,8,8,0,1142,788,-0.026839,0.184557,0.797796,0.0379,0.97,,,
724,16,7,9,0,1286,895,-0.004634,0.184771,0.775144,0.0427,1.13,,,
725,16,5,11,0,1201,943,-0.006512,0.240323,0.782685,0.0234,1.10,,,
726,16,7,9,0,1542,1054,-0.005617,0.157777,0.799799,0.0546,1.36,,,
727,16,5,11,0,1100,686,0.001521,0.245487,0.887650,0.0305,0.97,,,
728,16,10,6,0,1271,768,-0.004259,0.227765,0.915072,0.0195,1.09,,,
729,16,8,8,0,1692,1297,0.006029,0.153023,0.857867,0.0365,1.49,,,
730,16,5,11,0,1394,845,0.001372,0.158469,0.804431,0.0291,1.23,0.9000,20,0.7000
731,16,5,11,0,1357,1049,-0.005114,0.182156,0.783514,0.0351,1.24,,,
732,16,7,9,0,1275,844,0.005780,0.177343,0.816915,0.0238,1.13,,,
733,16,12,4,0,1192,818,-0.038065,0.198858,0.829171,0.0528,1.12,,,
734,16,6,10,0,1336,1030,0.056602,0.174454,0.834974,0.0354,1.22,,,
735,16,9,7,0,1396,824,0.007786,0.200716,0.797861,0.0487,1.18,,,
736,16,10,6,0,1307,881,-0.009493,0.181599,0.766555,0.0268,1.16,,,
737,16,10,6,0,1474,1060,0.001817,0.217722,0.736584,0.0332,1.37,,,
738,16,7,9,0,1328,669,0.000168,0.257032,0.759398,0.0221,1.11,,,
739,16,11,5,0,1138,935,-0.005629,0.202355,0.803369,0.0395,1.01,,,
740,16,11,5,0,1242,903,-0.002400,0.206574,0.817672,0.0174,1.20,0.9500,20,0.8000
741,16,8,8,0,1384,982,-0.008635,0.204828,0.805478,0.0263,1.24,,,
742,16,11,5,0,1332,910,0.000789,0.237588,0.787679,0.0240,1.16,,,
743,16,5,11,0,1280,952,-0.003812,0.181387,0.824268,0.0300,1.14,,,
744,16,6,10,0,1204,888,-0.009296,0.190139,0.781948,0.0179,1.12,,,
745,16,8,8,0,950,638,-0.020988,0.322646,0.821855,0.0380,0.86,,,
746,16,10,6,0,1546,1109,0.003193,0.172418,0.881172,0.0284,1.44,,,
747,16,7,9,0,1314,1028,-0.172863,0.237666,0.831670,0.0234,1.38,,,
748,16,6,10,0,1345,905,-0.017611,0.178251,0.777354,0.0355,1.21,,,
749,16,11,5,0,1210,799,0.029001,0.199584,0.775062,0.0298,1.06,,,
750,16,11,5,0,1635,1139,-0.005959,0.141367,0.835652,0.0281,1.43,1.0000,20,0.8000
751,16,11,5,0,1483,925,-0.009901,0.156841,0.873491,0.0209,1.33,,,
752,16,9,7,0,1237,988,-0.004131,0.245907,0.826353,0.0239,1.15,,,
753,16,9,7,0,1683,1198,-0.000970,0.124379,0.824545,0.0375,1.44,,,
754,16,5,11,0,1658,1065,0.025563,0.167239,0.824853,0.0605,1.46,,,
755,16,8,8,0,1656,1114,-0.004744,0.138112,0.830259,0.0393,1.46,,,
756,16,6,10,0,1334,1125,-0.002979,0.187817,0.802297,0.0335,1.21,,,
757,16,8,8,0,1255,925,0.002626,0.168486,0.780065,0.0318,1.10,,,
758,16,10,6,0,1823,1102,0.001146,0.143319,0.830114,0.0330,1.51,,,
759,16,11,5,0,1786,1357,-0.001483,0.138879,0.714766,0.0351,1.65,,,
760,16,7,9,0,1277,979,-0.001796,0.164211,0.795784,0.0204,1.17,0.9000,20,0.7000
761,16,10,6,0,1458,1004,-0.004419,0.128573,0.771454,0.0255,1.29,,,
762,16,12,4,0,1342,955,-0.003607,0.204147,0.836841,0.0296,1.20,,,
763,16,11,5,0,1347,743,-0.004740,0.228422,0.815932,0.0236,1.15,,,
764,16,14,2,0,1343,1024,-0.004888,0.206216,0.789572,0.0280,1.21,,,
765,16,6,10,0,1541,1138,-0.003146,0.201188,0.789871,0.0297,1.45,,,
766,16,11,5,0,1317,882,-0.013853,0.196187,0.799618,0.0421,1.14,,,
767,16,8,8,0,1479,984,-0.007132,0.169327,0.836057,0.0350,1.30,,,
768,16,7,9,0,1625,1232,-0.005575,0.168953,0.892185,0.0379,1.55,,,
769,16,8,8,0,1788,1372,-0.005660,0.129547,0.839628,0.0320,1.67,,,
770,16,11,5,0,1662,1166,-0.001134,0.132045,0.803487,0.0303,1.45,1.0000,20,0.8000
771,16,13,3,0,1578,1100,-0.009998,0.139848,0.875641,0.0468,1.45,,,
772,16,7,9,0,1620,991,-0.001839,0.181079,0.823282,0.0339,1.42,,,
773,16,6,10,0,2063,1422,-0.005198,0.139061,0.791808,0.0246,1.83,,,
774,16,6,10,0,1628,1346,0.003207,0.121897,0.776137,0.0476,1.54,,,
775,16,10,6,0,1466,1093,0.004786,0.166205,0.846854,0.0382,1.33,,,
776,16,11,5,0,1722,1060,0.005782,0.141256,0.751541,0.0343,1.54,,,
777,16,7,9,0,1708,1166,-0.003625,0.109461,0.776858,0.0396,1.48,,,
778,16,8,8,0,2100,1468,-0.009610,0.121175,0.789260,0.0450,1.89,,,
779,16,7,9,0,1869,1514,-0.007095,0.130846,0.802209,0.0426,1.66,,,
780,16,11,5,0,1815,1120,-0.008872,0.130965,0.820383,0.0357,1.56,1.0000,20,0.7500
781,16,11,5,0,1624,1145,-0.001640,0.183189,0.800786,0.0336,1.40,,,
782,16,10,6,0,1460,1053,0.034988,0.184425,0.833598,0.0283,1.27,,,
783,16,9,7,0,1935,1395,0.002834,0.127436,0.797711,0.0444,1.69,,,
784,16,10,6,0,1751,1326,-0.012121,0.163833,0.846446,0.0292,1.57,,,
785,16,5,11,0,1638,1319,0.001079,0.145639,0.833653,0.0376,1.51,,,
786,16,10,6,0,1384,1066,-0.010498,0.162617,0.806743,0.0386,1.22,,,
787,16,9,7,0,1804,1470,-0.004664,0.155358,0.782587,0.0439,1.68,,,
788,16,11,5,0,1909,1337,-0.014984,0.156713,0.848297,0.0559,1.68,,,
789,16,9,7,0,1808,1348,0.016214,0.129017,0.806029,0.0614,1.61,,,
790,16,9,7,0,1888,1212,-0.005332,0.143702,0.756391,0.0349,1.60,1.0000,20,0.7000
791,16,9,7,0,1799,1437,-0.005456,0.106224,0.832618,0.0540,1.64,,,
792,16,12,4,0,1449,1095,-0.002965,0.113306,0.815342,0.0322,1.51,,,
793,16,9,7,0,1998,1501,-0.004595,0.136726,0.810537,0.0284,1.75,,,
794,16,5,11,0,1200,885,-0.000511,0.208342,0.802527,0.0305,1.06,,,
795,16,9,7,0,1710,1202,-0.008879,0.160277,0.814472,0.0565,1.57,,,
796,16,5,11,0,1657,1254,-0.007161,0.179067,0.825436,0.0401,1.57,,,
797,16,12,4,0,1912,1549,-0.026697,0.138812,0.789003,0.0331,1.70,,,
798,16,6,10,0,1899,1110,-0.001802,0.114964,0.845034,0.0276,1.64,,,
799,16,8,8,0,1536,993,-0.006191,0.135936,0.873445,0.0304,1.38,,,
800,16,8,8,0,1576,1132,-0.001661,0.168916,0.802213,0.0368,1.44,1.0000,20,0.7000
801,16,9,7,0,1994,1585,0.000825,0.115052,0.817205,0.0664,1.98,,,
802,16,7,9,0,1693,1267,-0.003866,0.208914,0.809984,0.0184,1.55,,,
803,16,11,5,0,1600,1168,-0.007784,0.147633,0.811667,0.0388,1.43,,,
804,16,11,5,0,1790,1223,-0.007983,0.154542,0.809798,0.0318,1.62,,,
805,16,13,3,0,1656,1282,0.105110,0.109015,0.911957,0.0284,1.56,,,
806,16,8,8,0,1675,1264,-0.006007,0.182990,0.829649,0.0388,1.47,,,
807,16,5,11,0,1483,1084,-0.010822,0.146790,0.809267,0.0291,1.37,,,
808,16,8,8,0,1611,1030,-0.065287,0.166632,0.771880,0.0266,1.40,,,
809,16,8,8,0,1586,1282,0.156150,0.170895,0.715448,0.0308,1.50,,,
810,16,10,6,0,1749,1275,-0.005170,0.152392,0.833899,0.0411,1.50,1.0000,20,0.6000
811,16,5,11,0,1562,1065,-0.016245,0.173198,0.855972,0.0454,1.38,,,
812,16,10,6,0,2018,1467,-0.005546,0.109033,0.834391,0.0383,1.86,,,
813,16,6,10,0,1911,1238,-0.005752,0.112702,0.757668,0.0343,1.65,,,
814,16,9,7,0,1329,1129,-0.015805,0.165944,0.850919,0.0409,1.28,,,
815,16,9,7,0,1646,1247,-0.005595,0.140250,0.800142,0.0388,1.51,,,
816,16,10,6,0,1280,866,0.003602,0.193021,0.787663,0.0259,1.18,,,
817,16,14,2,0,1314,893,0.010072,0.197346,0.730585,0.0243,1.16,,,
818,16,11,5,0,1526,895,-0.002038,0.157670,0.851502,0.0303,1.37,,,
819,16,8,8,0,1807,1267,-0.003230,0.127882,0.821861,0.0299,1.67,,,
820,16,10,6,0,1426,1059,-0.010455,0.130772,0.819457,0.0210,1.34,1.0000,20,0.6000
821,16,5,11,0,1841,1394,-0.013973,0.150972,0.839974,0.0412,1.68,,,
822,16,10,6,0,1277,759,-0.004840,0.180629,0.798875,0.0208,1.13,,,
823,16,13,3,0,1125,887,-0.012681,0.197144,0.796389,0.0335,1.09,,,
824,16,6,10,0,1432,940,-0.001928,0.146952,0.810455,0.0322,1.25,,,
825,16,9,7,0,1327,877,-0.010855,0.158324,0.827079,0.0365,1.22,,,
826,16,7,9,0,1555,1107,0.001415,0.166836,0.739986,0.0419,1.36,,,
827,16,7,9,0,1595,1124,0.001857,0.224678,0.856579,0.0313,1.50,,,
828,16,6,10,0,1674,1385,-0.011653,0.148526,0.819131,0.0611,1.54,,,
829,16,6,10,0,1508,1271,-0.005922,0.203549,0.873660,0.0364,1.51,,,
830,16,13,3,0,1635,1163,-0.007447,0.162332,0.848448,0.0482,1.67,0.9000,20,0.7500
831,16,8,8,0,1900,1395,-0.001855,0.092820,0.885061,0.0355,1.70,,,
832,16,6,10,0,1595,1047,-0.021186,0.188024,0.782216,0.0180,1.50,,,
833,16,11,5,0,2060,1489,-0.005362,0.120718,0.868928,0.0475,1.82,,,
834,16,11,5,0,1257,925,-0.008008,0.195694,0.832803,0.0264,1.16,,,
835,16,10,6,0,1867,1475,-0.003544,0.109324,0.880988,0.0517,1.92,,,
836,16,9,7,0,1612,1285,0.012305,0.171161,0.821209,0.0502,1.60,,,
837,16,7,9,0,2191,1312,0.018674,0.130223,0.828225,0.0662,1.88,,,
838,16,8,8,0,1774,1436,-0.005174,0.116276,0.876315,0.0534,1.67,,,
839,16,10,6,0,2014,1563,-0.018003,0.130015,0.936741,0.0628,1.81,,,
840,16,12,4,0,1446,1077,0.014312,0.174995,0.812939,0.0392,1.36,1.0000,20,0.7000
841,16,11,5,0,1831,1493,-0.006814,0.111877,0.868310,0.0485,1.76,,,
842,16,7,9,0,1855,1479,-0.003090,0.151645,0.845760,0.0431,1.70,,,
843,16,11,5,0,1495,1172,-0.007933,0.150271,0.850974,0.0446,1.48,,,
844,16,10,6,0,1759,1277,-0.005242,0.156795,0.803137,0.0376,1.55,,,
845,16,12,4,0,1004,776,0.014541,0.202097,0.736116,0.0339,0.92,,,
846,16,12,4,0,1673,1134,0.002599,0.146438,0.846952,0.0389,1.47,,,
847,16,13,3,0,1792,1321,-0.013809,0.128457,0.836291,0.0459,1.68,,,
848,16,8,8,0,1590,1202,-0.005143,0.166914,0.820600,0.0334,1.45,,,
849,16,7,9,0,1656,1050,-0.018355,0.125097,0.788071,0.0249,1.50,,,
850,16,10,6,0,1745,1278,-0.003532,0.154661,0.797262,0.0298,1.55,0.9500,20,0.6000
851,16,8,8,0,1953,1404,-0.002826,0.135997,0.798009,0.0432,1.87,,,
852,16,11,5,0,1436,791,0.004299,0.142084,0.833777,0.0297,1.29,,,
853,16,10,6,0,1409,1012,-0.005176,0.141242,0.776752,0.0377,1.23,,,
854,16,10,6,0,1739,1313,-0.026127,0.156511,0.809257,0.0474,1.60,,,
855,16,9,7,0,1628,1241,-0.003561,0.183208,0.786704,0.0350,1.50,,,
856,16,11,5,0,1791,1226,-0.006721,0.123198,0.838382,0.0472,1.70,,,
857,16,7,9,0,1732,1257,-0.005241,0.183096,0.809081,0.0385,1.52,,,
858,16,7,9,0,1518,1161,-0.004678,0.201710,0.797298,0.0291,1.46,,,
859,16,7,9,0,1449,1029,0.023097,0.190734,0.817713,0.0315,1.32,,,
860,16,8,8,0,1789,1270,-0.007884,0.138651,0.776686,0.0332,1.62,0.9500,20,0.7500
861,16,9,7,0,1672,1206,-0.007870,0.130034,0.824918,0.0424,1.56,,,
862,16,7,9,0,1875,1401,-0.004591,0.106409,0.814339,0.0403,1.66,,,
863,16,9,7,0,1791,1301,-0.019445,0.129132,0.846200,0.0312,1.65,,,
864,16,9,7,0,1515,955,-0.003748,0.186560,0.796736,0.0273,1.25,,,
865,16,8,8,0,1649,1272,-0.005151,0.129796,0.786138,0.0391,1.56,,,
866,16,10,6,0,1339,835,-0.013629,0.186401,0.826129,0.0512,1.20,,,
867,16,7,9,0,2034,1604,0.004077,0.145406,0.811578,0.0423,1.88,,,
868,16,8,8,0,1845,1416,-0.003220,0.118758,0.805577,0.0463,1.74,,,
869,16,11,5,0,1988,1683,0.000853,0.129922,0.771092,0.0370,1.81,,,
870,16,9,7,0,1876,1527,-0.004227,0.129374,0.762332,0.0439,1.81,1.0000,20,0.7500
871,16,7,9,0,1799,1322,-0.011050,0.132492,0.769183,0.0522,1.56,,,
872,16,5,11,0,1896,1451,-0.002916,0.111705,0.748149,0.0534,1.74,,,
873,16,4,12,0,2076,1426,-0.005018,0.127601,0.786752,0.0399,1.96,,,
874,16,8,8,0,2171,1477,-0.005453,0.085813,0.782815,0.0334,1.96,,,
875,16,8,8,0,2140,1572,-0.004909,0.106910,0.807555,0.0460,2.01,,,
876,16,11,5,0,1941,1639,-0.008251,0.112514,0.815329,0.0408,2.04,,,
877,16,12,4,0,2117,1735,-0.006462,0.107553,0.781255,0.0469,1.96,,,
878,16,13,3,0,1983,1428,-0.004152,0.109128,0.783352,0.0555,1.78,,,
879,16,6,10,0,1990,1379,-0.005590,0.138668,0.767717,0.0281,1.78,,,
880,16,6,10,0,1926,1394,0.001065,0.138175,0.761484,0.0472,1.75,1.0000,20,0.8500
881,16,11,5,0,2443,1674,0.003257,0.122172,0.754529,0.0422,2.24,,,
882,16,8,8,0,2115,1678,-0.001037,0.109423,0.777479,0.0407,1.98,,,
883,16,10,6,0,2399,1780,-0.006032,0.087632,0.753619,0.0512,2.07,,,
884,16,11,5,0,2073,1365,-0.011486,0.095076,0.763720,0.0547,1.83,,,
885,16,14,2,0,1854,1382,-0.014334,0.122459,0.757613,0.0368,1.80,,,
886,16,9,7,0,1742,1270,-0.004939,0.163686,0.788546,0.0372,1.60,,,
887,16,9,7,0,1600,1322,-0.009643,0.133241,0.786192,0.0328,1.46,,,
888,16,9,7,0,1730,1228,-0.003413,0.154973,0.776718,0.0270,1.56,,,
889,16,8,8,0,2109,1415,-0.004344,0.121536,0.772332,0.0337,1.83,,,
890,16,10,6,0,1993,1306,0.011876,0.114210,0.786449,0.0394,1.84,0.9000,20,0.7500
891,16,9,7,0,1921,1697,-0.008321,0.146427,0.754830,0.0327,1.85,,,
892,16,9,7,0,2155,1663,-0.007749,0.116618,0.786952,0.0397,2.00,,,
893,16,8,8,0,1737,1156,-0.010228,0.097484,0.730021,0.0477,1.53,,,
894,16,4,12,0,1576,1147,-0.000969,0.163138,0.823004,0.0486,1.51,,,
895,16,8,8,0,2248,1724,-0.004388,0.104005,0.799656,0.0381,2.01,,,
896,16,8,8,0,1869,1350,-0.010523,0.132090,0.732622,0.0397,1.75,,,
897,16,6,10,0,1775,1314,-0.022288,0.158182,0.751945,0.0460,1.57,,,
898,16,9,7,0,1710,1352,-0.006665,0.175202,0.764224,0.0262,1.59,,,
899,16,9,7,0,1697,1239,-0.004829,0.134060,0.776383,0.0348,1.61,,,
900,16,9,7,0,1848,1374,-0.002520,0.133531,0.766459,0.0485,1.61,0.9500,20,0.6500
901,16,10,6,0,1649,1038,0.077429,0.199349,0.730041,0.0203,1.53,,,
902,16,11,5,0,1972,1452,-0.004361,0.145374,0.757721,0.0284,1.74,,,
903,16,10,6,0,1802,1253,-0.006367,0.123158,0.740243,0.0338,1.63,,,
904,16,7,9,0,1975,1445,-0.003399,0.128702,0.775157,0.0334,1.77,,,
905,16,8,8,0,1935,1327,-0.006471,0.131928,0.757630,0.0493,1.77,,,
906,16,11,5,0,1868,1548,-0.004731,0.123114,0.785425,0.0490,1.70,,,
907,16,8,8,0,1672,1144,-0.005239,0.153322,0.790813,0.0377,1.54,,,
908,16,8,8,0,1962,1176,-0.005030,0.116486,0.760163,0.0357,1.69,,,
909,16,8,8,0,1867,1443,-0.005051,0.163316,0.780408,0.0353,1.71,,,
910,16,12,4,0,2168,1701,-0.005633,0.086967,0.797247,0.0380,2.04,0.9000,20,0.6000
911,16,5,11,0,1923,1381,-0.007687,0.107916,0.719444,0.0472,1.63,,,
912,16,7,9,0,1655,1365,-0.005392,0.140038,0.776630,0.0408,1.52,,,
913,16,6,10,0,1782,1222,-0.007369,0.120290,0.774275,0.0456,1.73,,,
914,16,10,6,0,2117,1606,-0.010272,0.074354,0.717639,0.0466,1.91,,,
915,16,11,5,0,1834,1192,-0.000173,0.191009,0.760419,0.0395,1.59,,,
916,16,8,8,0,1942,1271,-0.006970,0.123167,0.765620,0.0393,1.77,,,
917,16,5,11,0,1883,1438,-0.006665,0.110350,0.735760,0.0442,1.70,,,
918,16,8,8,0,1426,884,-0.007835,0.162256,0.764379,0.0404,1.30,,,
919,16,3,13,0,1873,1403,-0.006098,0.124791,0.794413,0.0489,1.72,,,
920,16,11,5,0,1639,1099,-0.014695,0.163544,0.739721,0.0397,1.46,1.0000,20,0.6000
921,16,10,6,0,1856,1437,-0.003869,0.158042,0.785550,0.0312,1.73,,,
922,16,10,6,0,1776,1328,-0.020259,0.151800,0.763227,0.0441,1.63,,,
923,16,10,6,0,1937,1493,-0.005447,0.152161,0.798707,0.0378,1.84,,,
924,16,11,5,0,1848,1380,-0.010938,0.116671,0.749184,0.0486,1.56,,,
925,16,11,5,0,1670,1268,-0.006083,0.126875,0.747115,0.0357,1.55,,,
926,16,7,9,0,1951,1381,-0.010568,0.124976,0.767029,0.0307,1.73,,,
927,16,9,7,0,1785,1143,0.001685,0.118017,0.781704,0.0288,1.56,,,
