iter,games,wins,losses,draws,decisions,samples,pi_loss,v_loss,entropy,clip_frac,time_s,eval_win_rate,eval_games,eval_vs_agent_win_rate
300,16,10,6,0,1270,1114,-0.010440,0.193194,0.821567,0.0329,1.20,1.0000,20,0.8500
301,16,8,8,0,1544,1041,-0.006749,0.174720,0.902356,0.0273,1.37,,,
302,16,11,5,0,1324,868,-0.007958,0.181321,0.839161,0.0308,1.11,,,
303,16,8,8,0,1611,1081,-0.008600,0.188797,0.817387,0.0220,1.42,,,
304,16,5,11,0,1406,1095,-0.003696,0.193142,0.852743,0.0220,1.28,,,
305,16,9,7,0,1413,981,-0.006270,0.189312,0.852053,0.0264,1.30,,,
306,16,8,8,0,1518,1175,-0.007983,0.152680,0.839364,0.0326,1.29,,,
307,16,6,10,0,1516,1131,-0.004250,0.176295,0.862389,0.0506,1.47,,,
308,16,7,9,0,1566,963,-0.002495,0.179442,0.851736,0.0191,1.29,,,
309,16,7,9,0,1451,1105,-0.017264,0.197948,0.864755,0.0428,1.34,,,
310,16,8,8,0,1388,1077,-0.022398,0.153713,0.843411,0.0411,1.28,0.9500,20,0.6500
311,16,9,7,0,1521,998,-0.006273,0.164289,0.840437,0.0322,1.26,,,
312,16,10,6,0,1548,1076,-0.017778,0.179759,0.847087,0.0422,1.39,,,
313,16,8,8,0,1574,1217,-0.002762,0.179257,0.832546,0.0372,1.43,,,
314,16,9,7,0,1646,1213,-0.004814,0.133177,0.805959,0.0188,1.39,,,
315,16,10,6,0,1622,1206,-0.007123,0.142028,0.806154,0.0441,1.46,,,
316,16,13,3,0,1509,1223,-0.006169,0.181099,0.830661,0.0480,1.37,,,
317,16,11,5,0,1570,1046,-0.030909,0.150962,0.801236,0.0357,1.47,,,
318,16,9,7,0,1570,1018,-0.004907,0.176944,0.823156,0.0191,1.33,,,
319,16,8,8,0,1524,1235,-0.006234,0.206061,0.803181,0.0240,1.32,,,
320,16,11,5,0,1332,1107,-0.010389,0.167010,0.851760,0.0377,1.32,0.9500,20,0.7500
321,16,10,6,0,1643,1188,-0.006394,0.130224,0.826765,0.0446,1.45,,,
322,16,9,7,0,1512,1101,-0.016559,0.140022,0.829185,0.0572,1.34,,,
323,16,8,8,0,1254,1003,-0.004046,0.195995,0.806988,0.0304,1.40,,,
324,16,11,5,0,1341,977,-0.003280,0.211584,0.856922,0.0236,1.18,,,
325,16,7,9,0,1324,937,-0.010479,0.172186,0.794181,0.0352,1.16,,,
326,16,5,11,0,1439,1037,-0.051477,0.174591,0.882513,0.0587,1.25,,,
327,16,7,9,0,1296,905,-0.006104,0.192767,0.847669,0.0326,1.21,,,
328,16,10,6,0,1462,964,-0.005278,0.189207,0.837367,0.0258,1.22,,,
329,16,8,8,0,1302,855,-0.009182,0.216457,0.841058,0.0310,1.11,,,
330,16,8,8,0,1560,1168,-0.001623,0.194444,0.816360,0.0375,1.51,1.0000,20,0.8500
331,16,6,10,0,1362,937,-0.012180,0.204269,0.795780,0.0325,1.22,,,
332,16,8,8,0,1801,1158,0.000245,0.140815,0.815091,0.0425,1.70,,,
333,16,8,8,0,1467,914,0.006322,0.179049,0.838983,0.0202,1.32,,,
334,16,10,6,0,1504,1072,-0.000634,0.128634,0.848916,0.0272,1.32,,,
335,16,9,7,0,1297,853,-0.009339,0.208843,0.812259,0.0261,1.14,,,
336,16,10,6,0,1159,785,-0.014902,0.282417,0.854391,0.0205,1.02,,,
337,16,9,7,0,1256,955,-0.005179,0.228601,0.801409,0.0260,1.25,,,
338,16,5,11,0,1427,1038,-0.031025,0.173088,0.834183,0.0274,1.28,,,
339,16,11,5,0,1315,836,-0.019055,0.183134,0.820383,0.0218,1.16,,,
340,16,11,5,0,1292,880,-0.003155,0.150810,0.806536,0.0243,1.13,0.9500,20,0.7500
341,16,6,10,0,1596,1216,-0.004122,0.212448,0.828164,0.0247,1.45,,,
342,16,7,9,0,1213,921,-0.006630,0.157224,0.818506,0.0301,1.10,,,
343,16,9,7,0,1604,1179,-0.001834,0.149840,0.827394,0.0294,1.41,,,
344,16,8,8,0,1084,776,-0.063698,0.234572,0.864876,0.0335,0.99,,,
345,16,9,7,0,1416,991,-0.005914,0.191966,0.789551,0.0197,1.20,,,
346,16,6,10,0,1318,987,-0.006240,0.213237,0.830795,0.0236,1.17,,,
347,16,6,10,0,1571,1117,-0.000823,0.144147,0.831620,0.0479,1.46,,,
348,16,10,6,0,1322,929,-0.006246,0.176488,0.842053,0.0320,1.20,,,
349,16,5,11,0,1409,972,-0.004880,0.197962,0.840341,0.0178,1.28,,,
350,16,9,7,0,1502,842,0.009066,0.170987,0.809963,0.0365,1.26,1.0000,20,0.5500
351,16,7,9,0,1522,1158,-0.007681,0.165279,0.820617,0.0345,1.38,,,
352,16,7,9,0,1603,1035,-0.006312,0.146942,0.965304,0.0343,1.40,,,
353,16,11,5,0,1677,1066,-0.009468,0.159683,0.845864,0.0351,1.52,,,
354,16,9,7,0,1668,1170,-0.008269,0.210054,0.863925,0.0440,1.70,,,
355,16,10,6,0,1491,1092,0.007688,0.151795,0.938689,0.0367,1.42,,,
356,16,7,9,0,1723,1100,-0.000324,0.141271,0.844645,0.0399,1.53,,,
357,16,10,6,0,1376,852,-0.001237,0.169695,0.860765,0.0328,1.19,,,
358,16,9,7,0,1354,975,-0.005520,0.158256,0.819614,0.0263,1.23,,,
359,16,10,6,0,1411,901,-0.005353,0.187110,0.841839,0.0296,1.14,,,
360,16,10,6,0,1294,919,-0.012528,0.242617,0.882419,0.0345,1.14,1.0000,20,0.7500
361,16,10,6,0,1337,996,-0.006507,0.214345,0.884098,0.0217,1.25,,,
362,16,6,10,0,1369,970,-0.006639,0.186846,0.892106,0.0413,1.26,,,
363,16,11,5,0,1372,952,0.000764,0.155100,0.928389,0.0318,1.21,,,
364,16,10,6,0,1250,886,0.000278,0.171920,0.852975,0.0314,1.15,,,
365,16,11,5,0,1152,898,-0.012396,0.186346,0.878948,0.0333,1.09,,,
366,16,2,14,0,1360,895,-0.013658,0.294440,0.899157,0.0215,1.20,,,
367,16,9,7,0,1308,833,0.007762,0.212458,0.823099,0.0414,1.14,,,
368,16,9,7,0,1074,789,-0.036962,0.250625,0.896488,0.0370,1.04,,,
369,16,7,9,0,1265,976,-0.004815,0.223400,0.823084,0.0330,1.18,,,
370,16,8,8,0,1391,1019,-0.003652,0.209169,0.871193,0.0325,1.30,1.0000,20,0.6500
371,16,12,4,0,1136,805,-0.034833,0.214421,0.885965,0.0188,1.03,,,
372,16,8,8,0,1192,815,-0.016897,0.205668,0.824285,0.0351,1.03,,,
373,16,8,8,0,1017,667,-0.003382,0.267208,0.856795,0.0313,0.94,,,
374,16,6,10,0,1154,857,-0.030202,0.279147,0.855732,0.0372,1.11,,,
375,16,11,5,0,1181,730,-0.002219,0.193282,0.859208,0.0070,1.00,,,
376,16,9,7,0,1259,947,-0.005508,0.178828,0.873920,0.0348,1.30,,,
377,16,8,8,0,1221,832,0.004403,0.211734,0.853017,0.0264,1.09,,,
378,16,10,6,0,1042,687,-0.009809,0.213299,0.861253,0.0210,0.94,,,
379,16,6,10,0,1243,917,-0.012887,0.201149,0.838559,0.0288,1.12,,,
380,16,8,8,0,1081,796,-0.038777,0.245787,0.836724,0.0219,1.03,1.0000,20,0.7500
381,16,9,7,0,1189,856,-0.004944,0.247092,0.851561,0.0401,1.09,,,
382,16,8,8,0,1174,849,0.004335,0.197146,0.880059,0.0383,1.06,,,
383,16,12,4,0,1130,847,-0.000488,0.219140,0.839277,0.0338,1.12,,,
384,16,10,6,0,1373,1025,-0.110403,0.178264,0.913676,0.0357,1.30,,,
385,16,8,8,0,1071,818,-0.009594,0.220024,0.851027,0.0236,0.99,,,
386,16,8,8,0,1330,1083,-0.016125,0.220898,0.846800,0.0313,1.24,,,
387,16,6,10,0,1063,793,-0.011109,0.221581,0.860543,0.0341,0.95,,,
388,16,9,7,0,1046,757,-0.003112,0.241554,0.856350,0.0297,0.94,,,
389,16,5,11,0,1256,840,-0.023582,0.219380,0.845895,0.0150,1.07,,,
390,16,10,6,0,1187,966,-0.006019,0.215696,0.809705,0.0222,1.14,1.0000,20,0.6500
391,16,7,9,0,1103,659,0.001756,0.265765,0.858779,0.0067,0.94,,,
392,16,8,8,0,1247,934,-0.001776,0.256085,0.790813,0.0081,1.10,,,
393,16,7,9,0,1081,811,-0.020326,0.203957,0.803568,0.0266,0.97,,,
394,16,7,9,0,1062,780,0.013876,0.208256,0.829243,0.0540,1.06,,,
395,16,13,3,0,1262,1049,-0.024744,0.193976,0.880646,0.0332,1.17,,,
396,16,10,6,0,1390,1097,0.009261,0.234077,0.860511,0.0297,1.32,,,
397,16,13,3,0,1204,779,-0.036291,0.171009,0.785406,0.0300,1.03,,,
398,16,9,7,0,1486,1060,-0.007395,0.187482,0.849796,0.0223,1.33,,,
399,16,11,5,0,1388,928,-0.001953,0.199571,0.814477,0.0215,1.20,,,
400,16,10,6,0,1107,884,-0.001344,0.265678,0.861949,0.0340,1.15,0.9500,20,0.8000
401,16,7,9,0,1332,1016,-0.003919,0.204192,0.833403,0.0181,1.26,,,
402,16,8,8,0,970,727,-0.005985,0.245351,0.828254,0.0231,0.87,,,
403,16,11,5,0,1333,823,-0.009077,0.167989,0.861285,0.0258,1.16,,,
404,16,10,6,0,1024,760,-0.005048,0.175520,0.844897,0.0180,0.91,,,
405,16,9,7,0,1307,846,-0.010745,0.204060,0.853072,0.0384,1.20,,,
406,16,9,7,0,1309,1042,0.007361,0.203658,0.832025,0.0421,1.22,,,
407,16,7,9,0,1310,848,-0.004875,0.200185,0.814955,0.0443,1.26,,,
408,16,8,8,0,1168,759,-0.004064,0.284555,0.820798,0.0141,1.00,,,
409,16,9,7,0,1162,755,-0.006658,0.205875,0.778578,0.0249,1.09,,,
410,16,9,7,0,1349,1054,-0.026814,0.205434,0.854370,0.0454,1.28,0.9500,20,0.7500
411,16,7,9,0,1269,947,-0.003078,0.178134,0.834281,0.0327,1.13,,,
412,16,7,9,0,1287,875,-0.014492,0.190444,0.810306,0.0316,1.13,,,
413,16,8,8,0,1098,628,0.001771,0.229592,0.826479,0.0366,0.92,,,
414,16,8,8,0,894,627,0.008488,0.280772,0.810025,0.0271,0.82,,,
415,16,9,7,0,1079,800,-0.032162,0.200073,0.825626,0.0195,0.99,,,
416,16,10,6,0,1500,1130,-0.000398,0.156861,0.822632,0.0499,1.37,,,
417,16,7,9,0,1250,837,-0.006816,0.220625,0.824235,0.0133,1.08,,,
418,16,10,6,0,1152,836,0.004617,0.223949,0.808364,0.0275,1.02,,,
419,16,4,12,0,1211,812,-0.015562,0.216941,0.789769,0.0170,1.13,,,
420,16,7,9,0,1215,957,-0.007855,0.214741,0.814590,0.0232,1.15,1.0000,20,0.7500
421,16,8,8,0,1077,752,-0.004599,0.204190,0.815884,0.0209,1.04,,,
422,16,7,9,0,1164,914,0.000365,0.211293,0.799266,0.0266,1.08,,,
423,16,9,7,0,1203,879,-0.009209,0.243323,0.761695,0.0320,1.05,,,
424,16,11,5,0,1322,924,-0.003628,0.183613,0.805755,0.0384,1.17,,,
425,16,9,7,0,1115,815,-0.015331,0.255451,0.783221,0.0411,1.00,,,
426,16,12,4,0,1156,842,0.021802,0.240248,0.835969,0.0298,1.10,,,
427,16,10,6,0,1314,954,-0.007449,0.200791,0.825148,0.0254,1.19,,,
428,16,9,7,0,1094,728,-0.003708,0.194826,0.828398,0.0260,0.93,,,
429,16,7,9,0,1356,889,0.001861,0.208893,0.799993,0.0317,1.18,,,
430,16,6,10,0,1430,1156,-0.000362,0.187055,0.850317,0.0416,1.39,0.9500,20,0.6000
431,16,6,10,0,1321,1052,0.012434,0.226480,0.800099,0.0322,1.20,,,
432,16,8,8,0,1254,735,-0.002477,0.181497,0.848448,0.0146,1.07,,,
433,16,7,9,0,1338,1029,0.023756,0.203347,0.838886,0.0227,1.24,,,
434,16,7,9,0,1327,989,-0.006372,0.213064,0.868362,0.0205,1.24,,,
435,16,9,7,0,1549,1046,-0.017220,0.173859,0.818703,0.0253,1.51,,,
436,16,8,8,0,1324,1059,0.007533,0.202220,0.810219,0.0325,1.23,,,
437,16,9,7,0,1281,1032,-0.015678,0.154934,0.826877,0.0190,1.19,,,
438,16,9,7,0,1365,797,0.006069,0.179741,0.802598,0.0495,1.20,,,
439,16,4,12,0,1290,827,0.011748,0.184944,0.808362,0.0288,1.12,,,
440,16,8,8,0,1322,961,-0.005387,0.186607,0.857104,0.0246,1.15,0.9500,20,0.5500
441,16,6,10,0,1541,1129,-0.008658,0.213885,0.841134,0.0413,1.38,,,
442,16,8,8,0,1060,728,-0.003373,0.225601,0.808268,0.0233,0.94,,,
443,16,8,8,0,1194,764,-0.005648,0.233621,0.859289,0.0227,1.04,,,
444,16,8,8,0,1297,1010,-0.005497,0.243156,0.802752,0.0264,1.14,,,
445,16,11,5,0,1096,803,0.005288,0.203437,0.829118,0.0112,1.03,,,
446,16,10,6,0,1316,964,-0.007183,0.187876,0.836010,0.0241,1.19,,,
447,16,11,5,0,1361,1021,-0.005478,0.159330,0.817605,0.0281,1.20,,,
448,16,8,8,0,1087,786,-0.011660,0.207619,0.819348,0.0229,1.03,,,
449,16,9,7,0,1261,1048,0.009065,0.205977,0.810532,0.0207,1.24,,,
450,16,9,7,0,1350,928,-0.005230,0.254662,0.824431,0.0189,1.17,1.0000,20,0.7500
451,16,12,4,0,1211,715,-0.001914,0.237823,0.789496,0.0213,1.01,,,
452,16,8,8,0,1168,856,-0.008738,0.199540,0.822522,0.0247,1.09,,,
453,16,8,8,0,1287,930,-0.007325,0.206863,0.802280,0.0287,1.19,,,
454,16,9,7,0,1207,1001,-0.005528,0.194787,0.801944,0.0245,1.10,,,
455,16,8,8,0,1125,896,-0.000205,0.241758,0.816819,0.0293,1.04,,,
456,16,12,4,0,1034,743,-0.004835,0.234477,0.818551,0.0264,0.95,,,
457,16,10,6,0,1150,877,-0.003032,0.193044,0.842895,0.0146,1.04,,,
458,16,10,6,0,1287,915,-0.014956,0.215888,0.825679,0.0235,1.17,,,
459,16,9,7,0,1190,916,-0.009563,0.217783,0.809586,0.0278,1.12,,,
460,16,7,9,0,1137,864,-0.007202,0.234985,0.900350,0.0264,1.07,1.0000,20,0.5000
461,16,9,7,0,1448,1002,-0.001951,0.153441,0.842125,0.0196,1.27,,,
462,16,5,11,0,1301,840,-0.004656,0.176937,0.858793,0.0382,1.12,,,
463,16,9,7,0,1397,1208,-0.004179,0.167628,0.842128,0.0319,1.35,,,
464,16,6,10,0,1164,835,-0.037921,0.288079,0.820528,0.0122,1.06,,,
465,16,7,9,0,1537,1157,-0.000404,0.177181,0.872785,0.0273,1.51,,,
466,16,7,9,0,1349,860,-0.021651,0.183426,0.785256,0.0414,1.12,,,
467,16,9,7,0,1353,979,-0.001797,0.152593,0.859515,0.0232,1.24,,,
468,16,9,7,0,1346,826,-0.016142,0.174059,0.863825,0.0298,1.20,,,
469,16,14,2,0,1177,831,0.001297,0.156742,0.816794,0.0259,1.08,,,
470,16,5,11,0,1414,997,-0.004627,0.248964,0.819358,0.0165,1.31,0.9500,20,0.8000
471,16,8,8,0,1382,1144,-0.000100,0.218414,0.828089,0.0370,1.33,,,
472,16,9,7,0,1361,1016,-0.005626,0.201969,0.847830,0.0359,1.29,,,
473,16,5,11,0,1290,927,-0.009154,0.172574,0.803513,0.0283,1.14,,,
474,16,10,6,0,1493,1330,0.005219,0.175670,0.827937,0.0340,1.47,,,
475,16,12,4,0,1100,645,-0.008337,0.200802,0.859650,0.0196,0.96,,,
476,16,12,4,0,1607,1213,-0.006622,0.142068,0.867178,0.0391,1.52,,,
477,16,13,3,0,1606,1148,-0.003884,0.120159,0.815087,0.0403,1.41,,,
478,16,13,3,0,1355,1041,0.005068,0.160022,0.866462,0.0349,1.25,,,
479,16,6,10,0,1233,890,-0.020370,0.201358,0.847163,0.0436,1.10,,,
480,16,9,7,0,1155,902,-0.002678,0.187571,0.850308,0.0428,1.03,0.9500,20,0.6500
481,16,9,7,0,1203,761,-0.005944,0.221045,0.829671,0.0277,1.03,,,
482,16,9,7,0,1384,941,-0.006232,0.157026,0.895993,0.0347,1.25,,,
483,16,9,7,0,1282,1017,-0.004331,0.243854,0.869707,0.0266,1.21,,,
484,16,12,4,0,1430,1036,-0.011265,0.160031,0.847506,0.0365,1.35,,,
485,16,7,9,0,1348,772,0.057639,0.173270,0.858116,0.0254,1.13,,,
486,16,5,11,0,1390,1012,-0.006240,0.161210,0.810151,0.0411,1.30,,,
487,16,7,9,0,1181,945,-0.006315,0.230819,0.827160,0.0228,1.12,,,
488,16,7,9,0,1278,829,-0.043199,0.202449,0.814141,0.0454,1.38,,,
489,16,8,8,0,1330,873,-0.007892,0.201008,0.859559,0.0446,1.20,,,
490,16,9,7,0,964,583,0.004943,0.240551,0.785839,0.0228,0.91,0.9500,20,0.6500
491,16,6,10,0,1372,923,-0.002395,0.191100,0.836589,0.0173,1.20,,,
492,16,7,9,0,1490,1126,-0.000626,0.192706,0.829426,0.0416,1.33,,,
493,16,10,6,0,1287,1050,-0.022150,0.144260,0.770937,0.0386,1.23,,,
494,16,7,9,0,1203,795,-0.009078,0.160721,0.785280,0.0259,1.02,,,
495,16,9,7,0,1321,943,-0.004597,0.226394,0.817222,0.0231,1.21,,,
496,16,8,8,0,1615,1062,-0.011589,0.203061,0.811591,0.0239,1.48,,,
497,16,9,7,0,1351,1058,0.004719,0.146680,0.825097,0.0264,1.35,,,
498,16,9,7,0,1164,845,-0.004194,0.183631,0.802078,0.0226,1.04,,,
499,16,10,6,0,1338,808,0.006362,0.145476,0.866547,0.0479,1.13,,,
500,16,6,10,0,1483,1143,-0.001315,0.209273,0.793331,0.0256,1.33,1.0000,20,0.6500
501,16,8,8,0,1484,1197,-0.002578,0.188810,0.798378,0.0420,1.37,,,
502,16,7,9,0,1453,942,-0.004066,0.183379,0.818728,0.0306,1.25,,,
503,16,7,9,0,1329,1015,-0.004625,0.186916,0.829116,0.0316,1.20,,,
504,16,11,5,0,1485,986,-0.005091,0.176428,0.795884,0.0247,1.34,,,
505,16,7,9,0,1447,1115,-0.019872,0.144338,0.818133,0.0284,1.36,,,
506,16,8,8,0,1537,1309,-0.019789,0.172455,0.789666,0.0495,1.49,,,
507,16,6,10,0,1360,946,-0.002700,0.227565,0.820612,0.0280,1.20,,,
508,16,10,6,0,1499,1134,-0.007438,0.146916,0.818096,0.0410,1.43,,,
509,16,8,8,0,1715,1190,-0.008009,0.116675,0.873388,0.0367,1.55,,,
510,16,5,11,0,1449,940,-0.010338,0.174487,0.807125,0.0250,1.31,0.9500,20,0.6500
511,16,7,9,0,1355,997,-0.007644,0.173304,0.817318,0.0402,1.23,,,
512,16,5,11,0,1252,899,0.008672,0.230629,0.826967,0.0203,1.09,,,
513,16,3,13,0,1554,1152,-0.013028,0.148833,0.854677,0.0495,1.46,,,
514,16,9,7,0,1372,973,-0.006338,0.176597,0.798958,0.0351,1.27,,,
515,16,8,8,0,1484,1006,-0.005277,0.198004,0.834640,0.0233,1.32,,,
516,16,11,5,0,1285,904,-0.007089,0.206686,0.800140,0.0244,1.15,,,
517,16,10,6,0,1254,969,-0.003305,0.205741,0.800358,0.0141,1.12,,,
518,16,5,11,0,1276,886,-0.004997,0.176534,0.773354,0.0277,1.13,,,
519,16,9,7,0,1408,1054,-0.031764,0.184704,0.811200,0.0328,1.28,,,
520,16,8,8,0,1514,1002,-0.004845,0.153229,0.847096,0.0407,1.32,1.0000,20,0.6500
521,16,4,12,0,1218,843,0.008679,0.173742,0.828077,0.0300,1.09,,,
522,16,7,9,0,1507,1163,-0.011537,0.189150,0.789623,0.0347,1.35,,,
523,16,10,6,0,1551,1001,-0.006068,0.206122,0.809898,0.0293,1.37,,,
524,16,10,6,0,1521,1187,-0.005242,0.129195,0.837488,0.0267,1.35,,,
525,16,9,7,0,1564,1159,-0.006738,0.154756,0.831757,0.0350,1.42,,,
526,16,7,9,0,1705,1285,-0.032765,0.145890,0.858348,0.0441,1.50,,,
527,16,9,7,0,1469,1049,0.008910,0.162497,0.789460,0.0282,1.29,,,
528,16,9,7,0,1563,1012,-0.003108,0.170153,0.830227,0.0303,1.32,,,
529,16,9,7,0,1409,888,-0.007464,0.170257,0.838758,0.0332,1.19,,,
530,16,11,5,0,1323,925,-0.007953,0.132050,0.786248,0.0241,1.19,1.0000,20,0.6500
531,16,6,10,0,1413,982,-0.008137,0.207796,0.847902,0.0399,1.30,,,
532,16,9,7,0,1258,677,-0.005390,0.193957,0.852501,0.0200,1.04,,,
533,16,8,8,0,1358,774,0.043918,0.192360,0.855607,0.0419,1.12,,,
534,16,6,10,0,1473,1162,-0.003425,0.175935,0.792337,0.0229,1.33,,,
535,16,9,7,0,1617,1275,-0.005465,0.142884,0.806052,0.0350,1.39,,,
536,16,7,9,0,1244,883,-0.012649,0.153094,0.854729,0.0480,1.15,,,
537,16,10,6,0,1400,994,-0.003302,0.220528,0.851851,0.0316,1.32,,,
538,16,10,6,0,1385,951,-0.000941,0.174718,0.790638,0.0308,1.19,,,
539,16,5,11,0,1235,815,-0.001930,0.216840,0.806233,0.0366,1.01,,,
540,16,7,9,0,1185,830,0.002245,0.230820,0.792207,0.0286,1.19,1.0000,20,0.8500
541,16,6,10,0,1313,930,-0.009455,0.202323,0.842087,0.0358,1.14,,,
542,16,12,4,0,1429,1166,-0.006765,0.151823,0.841050,0.0283,1.34,,,
543,16,9,7,0,1131,767,-0.004730,0.243051,0.827771,0.0330,0.99,,,
544,16,8,8,0,1457,942,-0.004636,0.169251,0.838039,0.0337,1.22,,,
545,16,10,6,0,1337,1107,-0.008870,0.168366,0.814475,0.0343,1.21,,,
546,16,9,7,0,1085,806,0.000731,0.172822,0.852197,0.0366,0.92,,,
547,16,9,7,0,954,723,-0.002362,0.195684,0.849754,0.0320,0.83,,,
548,16,10,6,0,1371,1070,-0.009307,0.138599,0.862635,0.0350,1.29,,,
549,16,7,9,0,1336,838,-0.010653,0.163180,0.881256,0.0281,1.16,,,
550,16,9,7,0,1463,1070,-0.019974,0.198182,0.839608,0.0351,1.31,0.9500,20,0.6500
551,16,7,9,0,1225,824,-0.006969,0.189121,0.827478,0.0206,1.05,,,
552,16,4,12,0,1295,981,-0.006486,0.181416,0.830488,0.0281,1.11,,,
553,16,10,6,0,1406,1091,-0.013777,0.197521,0.850310,0.0260,1.25,,,
554,16,8,8,0,1033,732,-0.004775,0.247684,0.798136,0.0122,0.91,,,
555,16,9,7,0,1227,878,-0.008050,0.183625,0.844858,0.0249,1.13,,,
556,16,7,9,0,1447,1079,0.009727,0.163275,0.805901,0.0368,1.24,,,
557,16,10,6,0,1333,1006,-0.003259,0.151093,0.808119,0.0204,1.15,,,
558,16,8,8,0,1239,852,0.020098,0.220270,0.822983,0.0213,1.03,,,
559,16,9,7,0,921,562,-0.020972,0.198295,0.828000,0.0373,0.75,,,
560,16,6,10,0,1227,895,-0.008931,0.189469,0.829014,0.0225,1.12,1.0000,20,0.7500
561,16,11,5,0,1165,901,-0.004153,0.203278,0.796043,0.0261,1.10,,,
562,16,11,5,0,1438,1066,0.026748,0.182415,0.833582,0.0269,1.26,,,
563,16,9,7,0,1264,720,-0.003230,0.182223,0.810505,0.0294,1.07,,,
564,16,11,5,0,954,639,-0.008210,0.224171,0.893030,0.0118,0.83,,,
565,16,9,7,0,1437,1088,-0.006316,0.166573,0.827833,0.0440,1.30,,,
566,16,11,5,0,865,565,0.013238,0.223999,0.884456,0.0175,0.76,,,
567,16,5,11,0,1277,793,-0.002771,0.180585,0.805450,0.0246,1.10,,,
568,16,9,7,0,944,686,-0.004450,0.236306,0.832012,0.0269,0.87,,,
569,16,9,7,0,1459,974,-0.003362,0.272309,0.853175,0.0274,1.28,,,
570,16,11,5,0,1105,783,-0.010515,0.171004,0.810526,0.0163,0.99,0.9500,20,0.7000
571,16,10,6,0,1040,759,-0.004214,0.201390,0.889145,0.0264,0.97,,,
572,16,1,15,0,1224,763,-0.002142,0.259765,0.804633,0.0179,1.04,,,
573,16,7,9,0,1262,1021,-0.003182,0.243389,0.793419,0.0196,1.16,,,
574,16,8,8,0,1227,844,-0.010648,0.178621,0.854192,0.0282,1.12,,,
575,16,8,8,0,1550,1248,-0.003399,0.168136,0.859658,0.0296,1.37,,,
576,16,8,8,0,1344,984,-0.004434,0.190283,0.784699,0.0410,1.21,,,
577,16,8,8,0,1559,1308,-0.000694,0.169493,0.813441,0.0368,1.40,,,
578,16,7,9,0,1320,1123,-0.002849,0.157872,0.818165,0.0435,1.23,,,
579,16,9,7,0,1204,865,-0.014811,0.186754,0.815042,0.0285,1.00,,,
580,16,9,7,0,1265,758,-0.005812,0.190998,0.816403,0.0225,1.10,1.0000,20,0.8500
581,16,8,8,0,1112,853,-0.007363,0.278648,0.835017,0.0231,0.98,,,
582,16,6,10,0,1577,1079,-0.015907,0.187721,0.783152,0.0251,1.35,,,
583,16,8,8,0,1500,1194,-0.007160,0.176542,0.778749,0.0310,1.39,,,
584,16,7,9,0,1457,968,-0.002240,0.199262,0.831302,0.0234,1.32,,,
585,16,8,8,0,1471,909,-0.000988,0.178173,0.780944,0.0369,1.26,,,
586,16,8,8,0,1271,752,-0.006715,0.173138,0.805521,0.0321,1.08,,,
587,16,10,6,0,1371,956,-0.002217,0.208264,0.770013,0.0252,1.20,,,
588,16,7,9,0,1321,805,-0.053004,0.190552,0.880825,0.0225,1.12,,,
589,16,12,4,0,1242,938,-0.001022,0.157818,0.823415,0.0212,1.08,,,
590,16,9,7,0,973,790,0.004278,0.245210,0.846666,0.0497,0.84,1.0000,20,0.6000
591,16,5,11,0,1326,894,-0.005491,0.240378,0.816423,0.0242,1.16,,,
592,16,10,6,0,1060,743,-0.005554,0.245137,0.790126,0.0215,0.92,,,
593,16,6,10,0,1373,1012,-0.006768,0.174094,0.804494,0.0374,1.24,,,
594,16,12,4,0,1481,980,-0.003731,0.197005,0.791790,0.0312,1.29,,,
595,16,7,9,0,1251,936,-0.007082,0.182933,0.797964,0.0365,1.15,,,
596,16,13,3,0,1422,1035,0.010268,0.148179,0.762739,0.0424,1.31,,,
597,16,9,7,0,1414,990,-0.005607,0.225412,0.817040,0.0285,1.41,,,
598,16,9,7,0,1181,999,-0.005358,0.229294,0.808660,0.0276,1.09,,,
599,16,10,6,0,1308,769,-0.008015,0.173040,0.788174,0.0130,1.13,,,
600,16,7,9,0,1383,1053,-0.015309,0.204583,0.782506,0.0275,1.22,0.8500,20,0.7000
601,16,7,9,0,1331,971,-0.002506,0.204438,0.808480,0.0303,1.22,,,
602,16,10,6,0,1370,801,-0.006113,0.175797,0.773408,0.0290,1.19,,,
603,16,9,7,0,1307,1005,-0.003861,0.187462,0.788307,0.0279,1.13,,,
604,16,9,7,0,1093,753,-0.006560,0.250910,0.789404,0.0289,1.03,,,
605,16,7,9,0,1340,929,-0.011694,0.235569,0.802245,0.0335,1.28,,,
606,16,13,3,0,1224,948,-0.007009,0.170949,0.801255,0.0256,1.09,,,
607,16,12,4,0,1176,841,-0.009396,0.208672,0.805328,0.0318,1.12,,,
608,16,6,10,0,1169,845,-0.005268,0.254657,0.841660,0.0321,1.04,,,
609,16,4,12,0,946,632,-0.006708,0.226162,0.805681,0.0179,0.87,,,
610,16,6,10,0,1270,870,-0.012564,0.258624,0.816424,0.0271,1.12,0.9500,20,0.8500
611,16,12,4,0,1359,1004,-0.006071,0.148856,0.889368,0.0204,1.21,,,
612,16,8,8,0,1481,1009,-0.006049,0.192068,0.788257,0.0393,1.27,,,
613,16,8,8,0,1303,1038,0.047138,0.180371,0.740147,0.0344,1.16,,,
614,16,9,7,0,1421,1161,-0.002346,0.182854,0.816722,0.0226,1.32,,,
