iter,games,wins,losses,draws,samples,pi_loss,v_loss,entropy,clip_frac,archetype_loss,eval_win_rate,eval_games
123,2,1,1,0,293,0.007338,0.080660,0.707045,0.0007,0.000000,,
124,2,2,0,0,,,,,,,,
125,2,1,1,0,,,,,,,,
126,2,1,1,0,412,-0.001284,0.105767,0.707214,0.0007,0.000000,,
127,2,2,0,0,,,,,,,,
128,2,1,1,0,,,,,,,,
129,2,1,1,0,384,-0.019509,0.136375,0.630903,0.0000,0.000000,,
130,2,0,2,0,,,,,,,1.0000,20
131,2,1,1,0,,,,,,,,
132,2,2,0,0,413,0.006421,0.142071,0.652991,0.0017,0.000000,,
133,2,0,2,0,,,,,,,,
134,2,1,1,0,,,,,,,,
135,2,2,0,0,321,0.034668,0.105999,0.663586,0.0000,0.000000,,
136,2,1,1,0,,,,,,,,
137,2,2,0,0,,,,,,,,
138,2,2,0,0,289,0.068462,0.100255,0.667682,0.0051,0.000000,,
139,2,1,1,0,,,,,,,,
140,2,0,2,0,,,,,,,0.9500,20
141,2,0,2,0,409,-0.007333,0.114537,0.670861,0.0000,0.000000,,
142,2,2,0,0,,,,,,,,
143,2,1,1,0,,,,,,,,
144,2,1,1,0,279,-0.012164,0.225135,0.561686,0.0000,0.000000,,
145,2,0,2,0,,,,,,,,
146,2,2,0,0,,,,,,,,
147,2,0,2,0,311,0.013068,0.141550,0.657275,0.0000,0.000000,,
148,2,1,1,0,,,,,,,,
149,2,1,1,0,,,,,,,,
150,2,0,2,0,394,0.008315,0.074214,0.763052,0.0000,0.000000,0.9000,20
151,2,0,2,0,,,,,,,,
152,2,0,2,0,,,,,,,,
153,2,1,1,0,359,-0.030191,0.076011,0.625130,0.0000,0.000000,,
154,2,2,0,0,,,,,,,,
155,2,0,2,0,,,,,,,,
156,2,1,1,0,308,0.006022,0.182117,0.592222,0.0000,0.000000,,
157,2,2,0,0,,,,,,,,
158,2,1,1,0,,,,,,,,
159,2,0,2,0,321,0.001261,0.139576,0.682509,0.0141,0.000000,,
160,2,2,0,0,,,,,,,1.0000,20
161,2,1,1,0,,,,,,,,
162,2,1,1,0,334,0.000546,0.154098,0.575573,0.0013,0.000000,,
163,2,0,2,0,,,,,,,,
164,2,0,2,0,,,,,,,,
165,2,0,2,0,365,-0.009661,0.130908,0.678721,0.0000,0.000000,,
166,2,2,0,0,,,,,,,,
167,2,1,1,0,,,,,,,,
168,2,1,1,0,319,0.008758,0.157771,0.607578,0.0112,0.000000,,
169,2,0,2,0,,,,,,,,
170,2,0,2,0,,,,,,,0.9500,20
171,2,1,1,0,240,-0.000225,0.151235,0.639275,0.0000,0.000000,,
172,2,2,0,0,,,,,,,,
173,2,2,0,0,,,,,,,,
174,2,1,1,0,354,-0.004153,0.123300,0.693160,0.0000,0.000000,,
175,2,0,2,0,,,,,,,,
176,2,2,0,0,,,,,,,,
177,2,2,0,0,320,-0.009881,0.097963,0.629113,0.0000,0.000000,,
178,2,0,2,0,,,,,,,,
179,2,2,0,0,,,,,,,,
180,2,1,1,0,306,-0.018638,0.152599,0.791835,0.0073,0.000000,0.9000,20
181,2,1,1,0,,,,,,,,
182,2,1,1,0,,,,,,,,
183,2,0,2,0,308,-0.005634,0.150501,0.608667,0.0032,0.000000,,
184,2,2,0,0,,,,,,,,
185,2,1,1,0,,,,,,,,
186,2,1,1,0,363,-0.003193,0.123480,0.650469,0.0038,0.000000,,
187,2,1,1,0,,,,,,,,
188,2,2,0,0,,,,,,,,
189,2,2,0,0,299,0.003513,0.134095,0.621214,0.0078,0.000000,,
